#format table ## [WaveView Analyzer] saved 23:38:22 Fri Jan  2 2015
TIME ,v(fgnd):ptubes=1 ,v(fgnd):ptubes=2 ,v(fgnd):ptubes=3 ,v(fgnd):ptubes=4 ,v(fgnd):ptubes=5 ,v(fgnd):ptubes=6 ,v(fgnd):ptubes=7 ,v(fgnd):ptubes=8 ,v(fgnd):ptubes=9 ,v(fgnd):ptubes=10 ,v(fgnd):ptubes=11 ,v(fgnd):ptubes=12 ,v(fgnd):ptubes=13 ,v(fgnd):ptubes=14 ,v(fgnd):ptubes=15 ,v(fgnd):ptubes=16 ,v(fgnd):ptubes=17 ,v(fgnd):ptubes=18 ,v(fgnd):ptubes=19 ,v(fgnd):ptubes=20 ,v(fgnd):ptubes=21 ,v(fgnd):ptubes=22 ,v(fgnd):ptubes=23 ,v(fgnd):ptubes=24 ,v(fgnd):ptubes=25 ,v(fgnd):ptubes=26 ,v(fgnd):ptubes=27 ,v(fgnd):ptubes=28 ,v(fgnd):ptubes=29 ,v(fgnd):ptubes=30 ,v(fgnd):ptubes=31 ,v(fgnd):ptubes=32 ,v(fgnd):ptubes=33 ,v(fgnd):ptubes=34 ,v(fgnd):ptubes=35 ,v(fgnd):ptubes=36 ,v(fgnd):ptubes=37 ,v(fgnd):ptubes=38 ,v(fgnd):ptubes=39 ,v(fgnd):ptubes=40 ,v(fgnd):ptubes=41 ,v(fgnd):ptubes=42 ,v(fgnd):ptubes=43 ,v(fgnd):ptubes=44 ,v(fgnd):ptubes=45 ,v(fgnd):ptubes=46 ,v(fgnd):ptubes=47 ,v(fgnd):ptubes=48 ,v(fgnd):ptubes=49 ,v(fgnd):ptubes=50 
 3.3814604E-11 , 4.7072222E-01 , 4.3355089E-01 , 4.3374791E-01 , 4.4093772E-01 , 4.3858546E-01 , 4.2958279E-01 , 4.2073829E-01 , 4.2270810E-01 , 4.1728110E-01 , 4.0549480E-01 , 4.0435021E-01 , 3.9521653E-01 , 3.9529242E-01 , 3.9071850E-01 , 3.9011924E-01 , 3.9196006E-01 , 3.8899664E-01 , 3.8702855E-01 , 3.8487588E-01 , 3.8280833E-01 , 3.8137742E-01 , 3.8037771E-01 , 3.8048125E-01 , 3.7974099E-01 , 3.7801245E-01 , 3.7758741E-01 , 3.7752573E-01 , 3.7639223E-01 , 3.7725220E-01 , 3.7729638E-01 , 3.7711525E-01 , 3.7684177E-01 , 3.7660592E-01 , 3.7635036E-01 , 3.7595648E-01 , 3.7569133E-01 , 3.7543261E-01 , 3.7493134E-01 , 3.7469466E-01 , 3.7436717E-01 , 3.7469787E-01 , 3.7447886E-01 , 3.7340546E-01 , 3.7305612E-01 , 3.7368845E-01 , 3.7372815E-01 , 3.7351103E-01 , 3.7330421E-01 , 3.7311636E-01 , 3.7290402E-01 
 3.3824565E-11 , 4.7087265E-01 , 4.3365683E-01 , 4.3395594E-01 , 4.4109841E-01 , 4.3869270E-01 , 4.2962424E-01 , 4.2079009E-01 , 4.2274736E-01 , 4.1731993E-01 , 4.0558067E-01 , 4.0441407E-01 , 3.9531078E-01 , 3.9541480E-01 , 3.9084482E-01 , 3.9024610E-01 , 3.9208859E-01 , 3.8913647E-01 , 3.8717532E-01 , 3.8504337E-01 , 3.8298616E-01 , 3.8155785E-01 , 3.8056229E-01 , 3.8066273E-01 , 3.7992575E-01 , 3.7821080E-01 , 3.7778994E-01 , 3.7774535E-01 , 3.7662501E-01 , 3.7745998E-01 , 3.7751139E-01 , 3.7733805E-01 , 3.7706797E-01 , 3.7683275E-01 , 3.7657885E-01 , 3.7618582E-01 , 3.7592230E-01 , 3.7566577E-01 , 3.7517275E-01 , 3.7493877E-01 , 3.7461634E-01 , 3.7494274E-01 , 3.7472876E-01 , 3.7366518E-01 , 3.7327970E-01 , 3.7392204E-01 , 3.7396705E-01 , 3.7375152E-01 , 3.7354663E-01 , 3.7336075E-01 , 3.7314965E-01 
 3.3825900E-11 , 4.7089283E-01 , 4.3367104E-01 , 4.3398383E-01 , 4.4111995E-01 , 4.3870708E-01 , 4.2962980E-01 , 4.2079703E-01 , 4.2275262E-01 , 4.1732513E-01 , 4.0559218E-01 , 4.0442264E-01 , 3.9532342E-01 , 3.9543121E-01 , 3.9086176E-01 , 3.9026311E-01 , 3.9210582E-01 , 3.8915522E-01 , 3.8719500E-01 , 3.8506583E-01 , 3.8301000E-01 , 3.8158204E-01 , 3.8058704E-01 , 3.8068707E-01 , 3.7995052E-01 , 3.7823739E-01 , 3.7781710E-01 , 3.7777480E-01 , 3.7665623E-01 , 3.7748784E-01 , 3.7754022E-01 , 3.7736793E-01 , 3.7709830E-01 , 3.7686317E-01 , 3.7660949E-01 , 3.7621658E-01 , 3.7595327E-01 , 3.7569704E-01 , 3.7520513E-01 , 3.7497151E-01 , 3.7464975E-01 , 3.7497557E-01 , 3.7476227E-01 , 3.7370001E-01 , 3.7330969E-01 , 3.7395336E-01 , 3.7399909E-01 , 3.7378377E-01 , 3.7357923E-01 , 3.7339353E-01 , 3.7318259E-01 
 3.3850971E-11 , 4.7127145E-01 , 4.3393768E-01 , 4.3450740E-01 , 4.4152439E-01 , 4.3897698E-01 , 4.2973412E-01 , 4.2092740E-01 , 4.2285144E-01 , 4.1742286E-01 , 4.0580828E-01 , 4.0458337E-01 , 3.9556063E-01 , 3.9573924E-01 , 3.9117970E-01 , 3.9058240E-01 , 3.9242932E-01 , 3.8950717E-01 , 3.8756440E-01 , 3.8548736E-01 , 3.8345758E-01 , 3.8203615E-01 , 3.8105162E-01 , 3.8114384E-01 , 3.8044484E-01 , 3.7873662E-01 , 3.7832685E-01 , 3.7832755E-01 , 3.7724210E-01 , 3.7801080E-01 , 3.7808139E-01 , 3.7792871E-01 , 3.7766763E-01 , 3.7743409E-01 , 3.7718455E-01 , 3.7679382E-01 , 3.7653461E-01 , 3.7628389E-01 , 3.7581274E-01 , 3.7558592E-01 , 3.7527687E-01 , 3.7559188E-01 , 3.7539126E-01 , 3.7435370E-01 , 3.7387242E-01 , 3.7454128E-01 , 3.7460038E-01 , 3.7438904E-01 , 3.7419118E-01 , 3.7400864E-01 , 3.7380081E-01 
 3.3851148E-11 , 4.7127413E-01 , 4.3393957E-01 , 4.3451109E-01 , 4.4152725E-01 , 4.3897888E-01 , 4.2973485E-01 , 4.2092832E-01 , 4.2285233E-01 , 4.1742355E-01 , 4.0580981E-01 , 4.0458450E-01 , 3.9556231E-01 , 3.9574141E-01 , 3.9118194E-01 , 3.9058466E-01 , 3.9243161E-01 , 3.8950966E-01 , 3.8756701E-01 , 3.8549034E-01 , 3.8346074E-01 , 3.8203935E-01 , 3.8105490E-01 , 3.8114707E-01 , 3.8044833E-01 , 3.7874014E-01 , 3.7833045E-01 , 3.7833145E-01 , 3.7724624E-01 , 3.7801449E-01 , 3.7808520E-01 , 3.7793266E-01 , 3.7767165E-01 , 3.7743812E-01 , 3.7718861E-01 , 3.7679790E-01 , 3.7653871E-01 , 3.7628803E-01 , 3.7581703E-01 , 3.7559026E-01 , 3.7528130E-01 , 3.7559623E-01 , 3.7539570E-01 , 3.7435831E-01 , 3.7387639E-01 , 3.7454543E-01 , 3.7460462E-01 , 3.7439331E-01 , 3.7419550E-01 , 3.7401298E-01 , 3.7380517E-01 
 3.3877273E-11 , 4.7166868E-01 , 4.3421743E-01 , 4.3505669E-01 , 4.4194870E-01 , 4.3926014E-01 , 4.2984356E-01 , 4.2106418E-01 , 4.2298306E-01 , 4.1752539E-01 , 4.0603500E-01 , 4.0475200E-01 , 3.9580950E-01 , 3.9606239E-01 , 3.9151326E-01 , 3.9091738E-01 , 3.9276871E-01 , 3.8987641E-01 , 3.8795195E-01 , 3.8592961E-01 , 3.8392715E-01 , 3.8251257E-01 , 3.8153903E-01 , 3.8162305E-01 , 3.8096344E-01 , 3.7926036E-01 , 3.7886164E-01 , 3.7890746E-01 , 3.7785676E-01 , 3.7855944E-01 , 3.7864913E-01 , 3.7851703E-01 , 3.7826493E-01 , 3.7803305E-01 , 3.7778787E-01 , 3.7739942E-01 , 3.7714450E-01 , 3.7689956E-01 , 3.7645021E-01 , 3.7623052E-01 , 3.7593480E-01 , 3.7623846E-01 , 3.7605115E-01 , 3.7503950E-01 , 3.7446279E-01 , 3.7515809E-01 , 3.7523121E-01 , 3.7502789E-01 , 3.7483320E-01 , 3.7465397E-01 , 3.7444940E-01 
 3.3904712E-11 , 4.7208309E-01 , 4.3450928E-01 , 4.3562974E-01 , 4.4239137E-01 , 4.3955555E-01 , 4.2995774E-01 , 4.2120688E-01 , 4.2312037E-01 , 4.1763236E-01 , 4.0627153E-01 , 4.0492792E-01 , 3.9606914E-01 , 3.9639952E-01 , 3.9186125E-01 , 3.9126686E-01 , 3.9312279E-01 , 3.9026162E-01 , 3.8835626E-01 , 3.8639099E-01 , 3.8441703E-01 , 3.8300960E-01 , 3.8204752E-01 , 3.8212300E-01 , 3.8150448E-01 , 3.7980677E-01 , 3.7941957E-01 , 3.7951246E-01 , 3.7849801E-01 , 3.7913183E-01 , 3.7924144E-01 , 3.7913080E-01 , 3.7888807E-01 , 3.7865792E-01 , 3.7841730E-01 , 3.7803123E-01 , 3.7778078E-01 , 3.7754188E-01 , 3.7711525E-01 , 3.7690300E-01 , 3.7662119E-01 , 3.7691302E-01 , 3.7673958E-01 , 3.7575498E-01 , 3.7507871E-01 , 3.7580158E-01 , 3.7589463E-01 , 3.7569440E-01 , 3.7550299E-01 , 3.7532723E-01 , 3.7512605E-01 
 3.3908678E-11 , 4.7214299E-01 , 4.3455146E-01 , 4.3571256E-01 , 4.4245535E-01 , 4.3959824E-01 , 4.2997425E-01 , 4.2122750E-01 , 4.2314022E-01 , 4.1764782E-01 , 4.0630571E-01 , 4.0495335E-01 , 3.9611646E-01 , 3.9644825E-01 , 3.9191154E-01 , 3.9131736E-01 , 3.9317396E-01 , 3.9031729E-01 , 3.8841469E-01 , 3.8645767E-01 , 3.8448782E-01 , 3.8308143E-01 , 3.8212100E-01 , 3.8219525E-01 , 3.8158267E-01 , 3.7988574E-01 , 3.7950020E-01 , 3.7959989E-01 , 3.7859068E-01 , 3.7921455E-01 , 3.7932704E-01 , 3.7921951E-01 , 3.7897812E-01 , 3.7874823E-01 , 3.7850826E-01 , 3.7812254E-01 , 3.7787273E-01 , 3.7763471E-01 , 3.7721136E-01 , 3.7700019E-01 , 3.7672039E-01 , 3.7701050E-01 , 3.7683907E-01 , 3.7585838E-01 , 3.7516773E-01 , 3.7589458E-01 , 3.7599050E-01 , 3.7579072E-01 , 3.7559978E-01 , 3.7542453E-01 , 3.7522384E-01 
 3.3912831E-11 , 4.7220571E-01 , 4.3459563E-01 , 4.3579929E-01 , 4.4252234E-01 , 4.3964295E-01 , 4.2999153E-01 , 4.2124909E-01 , 4.2316100E-01 , 4.1766401E-01 , 4.0634151E-01 , 4.0497997E-01 , 3.9616601E-01 , 3.9649927E-01 , 3.9196420E-01 , 3.9137025E-01 , 3.9322755E-01 , 3.9037560E-01 , 3.8847589E-01 , 3.8652749E-01 , 3.8456197E-01 , 3.8315665E-01 , 3.8219796E-01 , 3.8227092E-01 , 3.8166455E-01 , 3.7996843E-01 , 3.7958465E-01 , 3.7969146E-01 , 3.7868773E-01 , 3.7930118E-01 , 3.7941669E-01 , 3.7931240E-01 , 3.7907243E-01 , 3.7884280E-01 , 3.7860352E-01 , 3.7821816E-01 , 3.7796903E-01 , 3.7773192E-01 , 3.7731201E-01 , 3.7710197E-01 , 3.7682427E-01 , 3.7711259E-01 , 3.7694327E-01 , 3.7596666E-01 , 3.7526094E-01 , 3.7599427E-01 , 3.7609091E-01 , 3.7589160E-01 , 3.7570115E-01 , 3.7552642E-01 , 3.7532625E-01 
 3.3913875E-11 , 4.7222148E-01 , 4.3460674E-01 , 4.3582110E-01 , 4.4253919E-01 , 4.3965420E-01 , 4.2999587E-01 , 4.2125452E-01 , 4.2316622E-01 , 4.1766808E-01 , 4.0635051E-01 , 4.0498667E-01 , 3.9617847E-01 , 3.9651210E-01 , 3.9197745E-01 , 3.9138355E-01 , 3.9324103E-01 , 3.9039026E-01 , 3.8849127E-01 , 3.8654505E-01 , 3.8458061E-01 , 3.8317557E-01 , 3.8221732E-01 , 3.8228995E-01 , 3.8168514E-01 , 3.7999099E-01 , 3.7960588E-01 , 3.7971448E-01 , 3.7871214E-01 , 3.7932296E-01 , 3.7943923E-01 , 3.7933576E-01 , 3.7909615E-01 , 3.7886658E-01 , 3.7862747E-01 , 3.7824220E-01 , 3.7799325E-01 , 3.7775636E-01 , 3.7733732E-01 , 3.7712756E-01 , 3.7685040E-01 , 3.7713827E-01 , 3.7696947E-01 , 3.7599389E-01 , 3.7528438E-01 , 3.7601934E-01 , 3.7611616E-01 , 3.7591696E-01 , 3.7572665E-01 , 3.7555205E-01 , 3.7535200E-01 
 3.3920523E-11 , 4.7232187E-01 , 4.3467744E-01 , 4.3595992E-01 , 4.4264643E-01 , 4.3972576E-01 , 4.3002353E-01 , 4.2128909E-01 , 4.2319949E-01 , 4.1769400E-01 , 4.0640781E-01 , 4.0502929E-01 , 3.9625779E-01 , 3.9659377E-01 , 3.9206175E-01 , 3.9146822E-01 , 3.9332680E-01 , 3.9048358E-01 , 3.8858922E-01 , 3.8665683E-01 , 3.8469929E-01 , 3.8329598E-01 , 3.8234050E-01 , 3.8241870E-01 , 3.8181621E-01 , 3.8013456E-01 , 3.7974104E-01 , 3.7986105E-01 , 3.7886749E-01 , 3.7946162E-01 , 3.7958272E-01 , 3.7948445E-01 , 3.7924711E-01 , 3.7901796E-01 , 3.7877996E-01 , 3.7839526E-01 , 3.7814739E-01 , 3.7791197E-01 , 3.7749843E-01 , 3.7729047E-01 , 3.7701668E-01 , 3.7730168E-01 , 3.7713624E-01 , 3.7616722E-01 , 3.7543359E-01 , 3.7617892E-01 , 3.7627688E-01 , 3.7607843E-01 , 3.7588891E-01 , 3.7571515E-01 , 3.7551592E-01 
 3.3935514E-11 , 4.7254828E-01 , 4.3483689E-01 , 4.3627300E-01 , 4.4288828E-01 , 4.3988716E-01 , 4.3008592E-01 , 4.2136705E-01 , 4.2327451E-01 , 4.1775244E-01 , 4.0653704E-01 , 4.0512540E-01 , 3.9643667E-01 , 3.9677797E-01 , 3.9225187E-01 , 3.9165915E-01 , 3.9352025E-01 , 3.9069403E-01 , 3.8881011E-01 , 3.8690890E-01 , 3.8496693E-01 , 3.8356752E-01 , 3.8261831E-01 , 3.8270907E-01 , 3.8211180E-01 , 3.8045834E-01 , 3.8004586E-01 , 3.8019158E-01 , 3.7921783E-01 , 3.7977434E-01 , 3.7990632E-01 , 3.7981978E-01 , 3.7958756E-01 , 3.7935936E-01 , 3.7912383E-01 , 3.7874044E-01 , 3.7849501E-01 , 3.7826289E-01 , 3.7786177E-01 , 3.7765788E-01 , 3.7739168E-01 , 3.7767022E-01 , 3.7751236E-01 , 3.7655811E-01 , 3.7579237E-01 , 3.7653881E-01 , 3.7663933E-01 , 3.7644257E-01 , 3.7625484E-01 , 3.7608297E-01 , 3.7588561E-01 
 3.3963540E-11 , 4.7297155E-01 , 4.3513498E-01 , 4.3685830E-01 , 4.4334040E-01 , 4.4018888E-01 , 4.3020254E-01 , 4.2151280E-01 , 4.2341475E-01 , 4.1786169E-01 , 4.0677862E-01 , 4.0530509E-01 , 3.9677108E-01 , 3.9712230E-01 , 3.9260730E-01 , 3.9201609E-01 , 3.9388189E-01 , 3.9108748E-01 , 3.8922307E-01 , 3.8738013E-01 , 3.8546728E-01 , 3.8407517E-01 , 3.8313767E-01 , 3.8325190E-01 , 3.8266440E-01 , 3.8106365E-01 , 3.8066404E-01 , 3.8080951E-01 , 3.7987278E-01 , 3.8035895E-01 , 3.8051129E-01 , 3.8044667E-01 , 3.8022401E-01 , 3.7999758E-01 , 3.7976671E-01 , 3.7938574E-01 , 3.7914489E-01 , 3.7891893E-01 , 3.7854103E-01 , 3.7834473E-01 , 3.7809274E-01 , 3.7835919E-01 , 3.7821551E-01 , 3.7728887E-01 , 3.7646310E-01 , 3.7721161E-01 , 3.7731693E-01 , 3.7712332E-01 , 3.7693894E-01 , 3.7677061E-01 , 3.7657672E-01 
 3.3967384E-11 , 4.7302961E-01 , 4.3517586E-01 , 4.3693858E-01 , 4.4340242E-01 , 4.4023027E-01 , 4.3021853E-01 , 4.2153279E-01 , 4.2343399E-01 , 4.1787668E-01 , 4.0681176E-01 , 4.0534571E-01 , 3.9681695E-01 , 3.9716953E-01 , 3.9265605E-01 , 3.9206505E-01 , 3.9393149E-01 , 3.9114144E-01 , 3.8927971E-01 , 3.8744477E-01 , 3.8553591E-01 , 3.8414481E-01 , 3.8320890E-01 , 3.8332636E-01 , 3.8274020E-01 , 3.8114667E-01 , 3.8074883E-01 , 3.8089427E-01 , 3.7996262E-01 , 3.8043914E-01 , 3.8059427E-01 , 3.8053266E-01 , 3.8031131E-01 , 3.8008513E-01 , 3.7985488E-01 , 3.7947426E-01 , 3.7923403E-01 , 3.7900892E-01 , 3.7863420E-01 , 3.7843894E-01 , 3.7818890E-01 , 3.7845369E-01 , 3.7831196E-01 , 3.7738911E-01 , 3.7655510E-01 , 3.7730390E-01 , 3.7740987E-01 , 3.7721670E-01 , 3.7703277E-01 , 3.7686493E-01 , 3.7667151E-01 
 3.4019232E-11 , 4.7381264E-01 , 4.3572731E-01 , 4.3802136E-01 , 4.4423883E-01 , 4.4078845E-01 , 4.3043428E-01 , 4.2180241E-01 , 4.2369344E-01 , 4.1807879E-01 , 4.0725867E-01 , 4.0589362E-01 , 3.9743559E-01 , 3.9780655E-01 , 3.9331357E-01 , 3.9272538E-01 , 3.9460052E-01 , 3.9193117E-01 , 3.9004366E-01 , 3.8831655E-01 , 3.8646154E-01 , 3.8508394E-01 , 3.8416969E-01 , 3.8433059E-01 , 3.8376249E-01 , 3.8226646E-01 , 3.8189245E-01 , 3.8203741E-01 , 3.8117426E-01 , 3.8152066E-01 , 3.8171344E-01 , 3.8169239E-01 , 3.8148873E-01 , 3.8126582E-01 , 3.8104417E-01 , 3.8066805E-01 , 3.8043627E-01 , 3.8022257E-01 , 3.7989080E-01 , 3.7970960E-01 , 3.7948584E-01 , 3.7972826E-01 , 3.7961275E-01 , 3.7874099E-01 , 3.7779593E-01 , 3.7854856E-01 , 3.7866340E-01 , 3.7847607E-01 , 3.7829834E-01 , 3.7813704E-01 , 3.7795005E-01 
 3.4045700E-11 , 4.7407439E-01 , 4.3600883E-01 , 4.3857413E-01 , 4.4466583E-01 , 4.4107340E-01 , 4.3054442E-01 , 4.2194005E-01 , 4.2382589E-01 , 4.1818197E-01 , 4.0748683E-01 , 4.0617333E-01 , 3.9775141E-01 , 3.9813175E-01 , 3.9364924E-01 , 3.9306248E-01 , 3.9494206E-01 , 3.9233432E-01 , 3.9043366E-01 , 3.8876159E-01 , 3.8693407E-01 , 3.8556338E-01 , 3.8466018E-01 , 3.8484325E-01 , 3.8428437E-01 , 3.8283812E-01 , 3.8247627E-01 , 3.8262099E-01 , 3.8179281E-01 , 3.8207278E-01 , 3.8228478E-01 , 3.8228443E-01 , 3.8208981E-01 , 3.8186858E-01 , 3.8165131E-01 , 3.8127748E-01 , 3.8105002E-01 , 3.8084214E-01 , 3.8053230E-01 , 3.8035828E-01 , 3.8014793E-01 , 3.8037894E-01 , 3.8027682E-01 , 3.7943114E-01 , 3.7842938E-01 , 3.7918397E-01 , 3.7930333E-01 , 3.7911898E-01 , 3.7894442E-01 , 3.7878646E-01 , 3.7860274E-01 
 3.4067985E-11 , 4.7429477E-01 , 4.3624585E-01 , 4.3903952E-01 , 4.4502533E-01 , 4.4131331E-01 , 4.3063715E-01 , 4.2205593E-01 , 4.2393741E-01 , 4.1826884E-01 , 4.0767892E-01 , 4.0640883E-01 , 3.9801731E-01 , 3.9840554E-01 , 3.9393185E-01 , 3.9334629E-01 , 3.9522961E-01 , 3.9267375E-01 , 3.9076201E-01 , 3.8913628E-01 , 3.8733191E-01 , 3.8596702E-01 , 3.8510574E-01 , 3.8527487E-01 , 3.8472376E-01 , 3.8331942E-01 , 3.8296780E-01 , 3.8311232E-01 , 3.8231358E-01 , 3.8253762E-01 , 3.8276580E-01 , 3.8278289E-01 , 3.8259587E-01 , 3.8237605E-01 , 3.8216248E-01 , 3.8179058E-01 , 3.8156676E-01 , 3.8136377E-01 , 3.8107239E-01 , 3.8090441E-01 , 3.8070536E-01 , 3.8092675E-01 , 3.8083591E-01 , 3.8001218E-01 , 3.7896269E-01 , 3.7971893E-01 , 3.7984211E-01 , 3.7966027E-01 , 3.7948836E-01 , 3.7933322E-01 , 3.7915226E-01 
 3.4112633E-11 , 4.7473631E-01 , 4.3672073E-01 , 4.3997195E-01 , 4.4574561E-01 , 4.4179398E-01 , 4.3082293E-01 , 4.2228812E-01 , 4.2416083E-01 , 4.1844289E-01 , 4.0806378E-01 , 4.0688066E-01 , 3.9855006E-01 , 3.9895411E-01 , 3.9449807E-01 , 3.9391493E-01 , 3.9585885E-01 , 3.9335382E-01 , 3.9141989E-01 , 3.8988701E-01 , 3.8812902E-01 , 3.8677576E-01 , 3.8599846E-01 , 3.8613966E-01 , 3.8560410E-01 , 3.8428372E-01 , 3.8395262E-01 , 3.8409673E-01 , 3.8335698E-01 , 3.8346896E-01 , 3.8372957E-01 , 3.8378159E-01 , 3.8360980E-01 , 3.8339280E-01 , 3.8318663E-01 , 3.8281861E-01 , 3.8260207E-01 , 3.8240891E-01 , 3.8215450E-01 , 3.8199863E-01 , 3.8182222E-01 , 3.8202435E-01 , 3.8195608E-01 , 3.8117636E-01 , 3.8003122E-01 , 3.8079076E-01 , 3.8092158E-01 , 3.8074477E-01 , 3.8057820E-01 , 3.8042870E-01 , 3.8025327E-01 
 3.4114180E-11 , 4.7475162E-01 , 4.3673719E-01 , 4.4000427E-01 , 4.4577057E-01 , 4.4181064E-01 , 4.3082937E-01 , 4.2229616E-01 , 4.2416857E-01 , 4.1844892E-01 , 4.0807712E-01 , 4.0689701E-01 , 3.9856852E-01 , 3.9897312E-01 , 3.9451769E-01 , 3.9393464E-01 , 3.9588066E-01 , 3.9337739E-01 , 3.9144518E-01 , 3.8991303E-01 , 3.8815664E-01 , 3.8680378E-01 , 3.8602940E-01 , 3.8616963E-01 , 3.8563461E-01 , 3.8431714E-01 , 3.8398675E-01 , 3.8413085E-01 , 3.8339314E-01 , 3.8350124E-01 , 3.8376297E-01 , 3.8381620E-01 , 3.8364494E-01 , 3.8342804E-01 , 3.8322212E-01 , 3.8285424E-01 , 3.8263795E-01 , 3.8244513E-01 , 3.8219201E-01 , 3.8203656E-01 , 3.8186092E-01 , 3.8206239E-01 , 3.8199491E-01 , 3.8121670E-01 , 3.8006826E-01 , 3.8082791E-01 , 3.8095899E-01 , 3.8078235E-01 , 3.8061597E-01 , 3.8046666E-01 , 3.8029143E-01 
 3.4118017E-11 , 4.7478956E-01 , 4.3677800E-01 , 4.4008440E-01 , 4.4583247E-01 , 4.4185195E-01 , 4.3084534E-01 , 4.2231612E-01 , 4.2418778E-01 , 4.1846388E-01 , 4.0811020E-01 , 4.0693756E-01 , 3.9861431E-01 , 3.9902026E-01 , 3.9456636E-01 , 3.9398351E-01 , 3.9593474E-01 , 3.9343583E-01 , 3.9150792E-01 , 3.8997755E-01 , 3.8822515E-01 , 3.8687329E-01 , 3.8610612E-01 , 3.8624395E-01 , 3.8571027E-01 , 3.8440002E-01 , 3.8407139E-01 , 3.8421545E-01 , 3.8348281E-01 , 3.8358128E-01 , 3.8384580E-01 , 3.8390203E-01 , 3.8373208E-01 , 3.8351542E-01 , 3.8331014E-01 , 3.8294259E-01 , 3.8272652E-01 , 3.8253495E-01 , 3.8228501E-01 , 3.8213060E-01 , 3.8195691E-01 , 3.8215672E-01 , 3.8209118E-01 , 3.8131676E-01 , 3.8016009E-01 , 3.8092003E-01 , 3.8105177E-01 , 3.8087556E-01 , 3.8070963E-01 , 3.8056081E-01 , 3.8038605E-01 
 3.4118278E-11 , 4.7479214E-01 , 4.3678077E-01 , 4.4008984E-01 , 4.4583667E-01 , 4.4185475E-01 , 4.3084642E-01 , 4.2231747E-01 , 4.2418908E-01 , 4.1846490E-01 , 4.0811244E-01 , 4.0694031E-01 , 3.9861741E-01 , 3.9902346E-01 , 3.9456966E-01 , 3.9398682E-01 , 3.9593840E-01 , 3.9343980E-01 , 3.9151217E-01 , 3.8998192E-01 , 3.8822979E-01 , 3.8687800E-01 , 3.8611133E-01 , 3.8624899E-01 , 3.8571540E-01 , 3.8440564E-01 , 3.8407713E-01 , 3.8422119E-01 , 3.8348889E-01 , 3.8358671E-01 , 3.8385142E-01 , 3.8390785E-01 , 3.8373799E-01 , 3.8352135E-01 , 3.8331611E-01 , 3.8294858E-01 , 3.8273253E-01 , 3.8254098E-01 , 3.8229131E-01 , 3.8213697E-01 , 3.8196342E-01 , 3.8216311E-01 , 3.8209771E-01 , 3.8132354E-01 , 3.8016632E-01 , 3.8092627E-01 , 3.8105806E-01 , 3.8088188E-01 , 3.8071598E-01 , 3.8056720E-01 , 3.8039247E-01 
 3.4133849E-11 , 4.7494612E-01 , 4.3694638E-01 , 4.4041502E-01 , 4.4608786E-01 , 4.4202239E-01 , 4.3091122E-01 , 4.2239844E-01 , 4.2426700E-01 , 4.1852560E-01 , 4.0824666E-01 , 4.0710486E-01 , 3.9880320E-01 , 3.9921477E-01 , 3.9476712E-01 , 3.9422058E-01 , 3.9615785E-01 , 3.9367697E-01 , 3.9176673E-01 , 3.9024374E-01 , 3.8850778E-01 , 3.8716004E-01 , 3.8642266E-01 , 3.8655058E-01 , 3.8602241E-01 , 3.8474193E-01 , 3.8442058E-01 , 3.8456450E-01 , 3.8385277E-01 , 3.8391151E-01 , 3.8418753E-01 , 3.8425614E-01 , 3.8409160E-01 , 3.8387594E-01 , 3.8367328E-01 , 3.8330710E-01 , 3.8309196E-01 , 3.8290166E-01 , 3.8266869E-01 , 3.8251858E-01 , 3.8235292E-01 , 3.8254590E-01 , 3.8248836E-01 , 3.8172954E-01 , 3.8053896E-01 , 3.8130007E-01 , 3.8143452E-01 , 3.8126010E-01 , 3.8109606E-01 , 3.8094924E-01 , 3.8077644E-01 
 3.4188222E-11 , 4.7548384E-01 , 4.3752469E-01 , 4.4155055E-01 , 4.4696503E-01 , 4.4260776E-01 , 4.3113747E-01 , 4.2268120E-01 , 4.2453909E-01 , 4.1873756E-01 , 4.0871535E-01 , 4.0767947E-01 , 3.9945199E-01 , 3.9988282E-01 , 3.9545668E-01 , 3.9503687E-01 , 3.9692415E-01 , 3.9450516E-01 , 3.9265565E-01 , 3.9115798E-01 , 3.8947850E-01 , 3.8814493E-01 , 3.8750982E-01 , 3.8760373E-01 , 3.8709450E-01 , 3.8591628E-01 , 3.8561991E-01 , 3.8576333E-01 , 3.8512344E-01 , 3.8504571E-01 , 3.8536122E-01 , 3.8547236E-01 , 3.8532638E-01 , 3.8511415E-01 , 3.8492051E-01 , 3.8455621E-01 , 3.8434709E-01 , 3.8416117E-01 , 3.8398651E-01 , 3.8385113E-01 , 3.8371303E-01 , 3.8388256E-01 , 3.8385253E-01 , 3.8314728E-01 , 3.8184024E-01 , 3.8260537E-01 , 3.8274912E-01 , 3.8258082E-01 , 3.8242328E-01 , 3.8228332E-01 , 3.8211725E-01 
