#format table ## [WaveView Analyzer] saved 00:04:16 Sat Jan  3 2015
TIME ,i(vsleep):pwidth=4.3e-08 ,i(vsleep):pwidth=8.6e-08 ,i(vsleep):pwidth=1.29e-07 ,i(vsleep):pwidth=1.72e-07 ,i(vsleep):pwidth=2.15e-07 ,i(vsleep):pwidth=2.58e-07 ,i(vsleep):pwidth=3.01e-07 ,i(vsleep):pwidth=3.44e-07 ,i(vsleep):pwidth=3.87e-07 ,i(vsleep):pwidth=4.3e-07 ,i(vsleep):pwidth=4.73e-07 ,i(vsleep):pwidth=5.16e-07 ,i(vsleep):pwidth=5.59e-07 ,i(vsleep):pwidth=6.02e-07 ,i(vsleep):pwidth=6.45e-07 ,i(vsleep):pwidth=6.88e-07 ,i(vsleep):pwidth=7.31e-07 ,i(vsleep):pwidth=7.74e-07 ,i(vsleep):pwidth=8.17e-07 ,i(vsleep):pwidth=8.6e-07 ,i(vsleep):pwidth=9.03e-07 ,i(vsleep):pwidth=9.46e-07 ,i(vsleep):pwidth=9.89e-07 ,i(vsleep):pwidth=1.032e-06 ,i(vsleep):pwidth=1.075e-06 ,i(vsleep):pwidth=1.118e-06 ,i(vsleep):pwidth=1.161e-06 ,i(vsleep):pwidth=1.204e-06 ,i(vsleep):pwidth=1.247e-06 ,i(vsleep):pwidth=1.29e-06 ,i(vsleep):pwidth=1.333e-06 ,i(vsleep):pwidth=1.376e-06 ,i(vsleep):pwidth=1.419e-06 ,i(vsleep):pwidth=1.462e-06 ,i(vsleep):pwidth=1.505e-06 ,i(vsleep):pwidth=1.548e-06 ,i(vsleep):pwidth=1.591e-06 ,i(vsleep):pwidth=1.634e-06 ,i(vsleep):pwidth=1.677e-06 ,i(vsleep):pwidth=1.72e-06 ,i(vsleep):pwidth=1.763e-06 ,i(vsleep):pwidth=1.806e-06 ,i(vsleep):pwidth=1.849e-06 ,i(vsleep):pwidth=1.892e-06 ,i(vsleep):pwidth=1.935e-06 ,i(vsleep):pwidth=1.978e-06 ,i(vsleep):pwidth=2.021e-06 ,i(vsleep):pwidth=2.064e-06 ,i(vsleep):pwidth=2.107e-06 ,i(vsleep):pwidth=2.15e-06 
 2.2083359E-11 , 5.1744687E-07 , 1.4001910E-06 , 5.4965579E-06 , 3.3580000E-06 , 5.4614586E-06 , 6.9531097E-06 , 8.0983297E-06 , 8.8144840E-06 , 9.8495005E-06 , 1.0814472E-05 , 1.1801542E-05 , 1.2636995E-05 , 1.3337510E-05 , 1.3910795E-05 , 1.4364185E-05 , 1.4707262E-05 , 1.4949993E-05 , 1.5101070E-05 , 1.5174997E-05 , 1.1421328E-05 , 1.6248284E-05 , 3.7167693E-05 , 1.7433199E-05 , 1.5837658E-05 , 1.4500630E-05 , 7.0667330E-05 , 2.5916718E-05 , 1.6659782E-05 , 2.3840962E-05 , 2.7658191E-05 , 3.1774581E-05 , 3.4691541E-05 , 2.7166618E-05 , 3.3947499E-05 , 2.6455704E-05 , 5.1759721E-05 , 2.9341436E-05 , 1.7485295E-05 , 4.5472491E-05 , 3.5768922E-05 , 2.8255731E-05 , 3.5443740E-05 , 3.9491397E-05 , 3.4321752E-05 , 3.1024673E-05 , 8.1501175E-05 , 7.9474337E-05 , 7.9940768E-05 , 8.0217874E-05 , 8.1298231E-05 
 2.2083528E-11 , 5.1053343E-07 , 1.3956460E-06 , 5.4391796E-06 , 3.3412736E-06 , 5.4504960E-06 , 6.9404893E-06 , 8.0842168E-06 , 8.7952200E-06 , 9.8272416E-06 , 1.0815017E-05 , 1.1802585E-05 , 1.2638890E-05 , 1.3340569E-05 , 1.3915314E-05 , 1.4370449E-05 , 1.4715528E-05 , 1.4960515E-05 , 1.5114057E-05 , 1.5190605E-05 , 1.1465614E-05 , 1.6318472E-05 , 3.6933588E-05 , 1.7321583E-05 , 1.5702676E-05 , 1.4525511E-05 , 6.9848971E-05 , 2.5691125E-05 , 1.6700187E-05 , 2.3909436E-05 , 2.7732920E-05 , 3.1851303E-05 , 3.4762339E-05 , 2.7227830E-05 , 3.3406461E-05 , 2.6471605E-05 , 5.1391364E-05 , 2.8864502E-05 , 1.6932586E-05 , 4.4984540E-05 , 3.5771671E-05 , 2.7676606E-05 , 3.4849527E-05 , 3.8873777E-05 , 3.3651889E-05 , 3.1045385E-05 , 8.0890509E-05 , 7.8832551E-05 , 7.9268015E-05 , 7.9512701E-05 , 8.0560112E-05 
 2.2083998E-11 , 5.0629449E-07 , 1.3829482E-06 , 5.2788750E-06 , 3.2945431E-06 , 5.4198688E-06 , 6.9052300E-06 , 8.0447878E-06 , 8.7414000E-06 , 9.7650547E-06 , 1.0816539E-05 , 1.1805499E-05 , 1.2644184E-05 , 1.3349116E-05 , 1.3927940E-05 , 1.4387948E-05 , 1.4738621E-05 , 1.4989910E-05 , 1.5150339E-05 , 1.5234210E-05 , 1.1589342E-05 , 1.6514564E-05 , 3.6279543E-05 , 1.7009747E-05 , 1.5325559E-05 , 1.4595026E-05 , 6.7562628E-05 , 2.5060861E-05 , 1.6813070E-05 , 2.4100741E-05 , 2.7941698E-05 , 3.2065650E-05 , 3.4960135E-05 , 2.7398844E-05 , 3.1894900E-05 , 2.6516029E-05 , 5.0362243E-05 , 2.7532037E-05 , 1.5388421E-05 , 4.3621293E-05 , 3.5779351E-05 , 2.6058636E-05 , 3.3189406E-05 , 3.7148261E-05 , 3.1780416E-05 , 3.1103247E-05 , 7.9184420E-05 , 7.7039522E-05 , 7.7388467E-05 , 7.7542579E-05 , 7.8497946E-05 
 2.2084449E-11 , 5.0222762E-07 , 1.3707658E-06 , 5.1250773E-06 , 3.2497094E-06 , 5.3904846E-06 , 6.8714019E-06 , 8.0069592E-06 , 8.6897646E-06 , 9.7053919E-06 , 1.0818000E-05 , 1.1808294E-05 , 1.2649264E-05 , 1.3357315E-05 , 1.3940053E-05 , 1.4404737E-05 , 1.4760777E-05 , 1.5018112E-05 , 1.5185148E-05 , 1.5276046E-05 , 1.1708047E-05 , 1.6702696E-05 , 3.5652046E-05 , 1.6710568E-05 , 1.4963749E-05 , 1.4661719E-05 , 6.5369088E-05 , 2.4456179E-05 , 1.6921371E-05 , 2.4284281E-05 , 2.8142001E-05 , 3.2271297E-05 , 3.5149902E-05 , 2.7562917E-05 , 3.0444694E-05 , 2.6558651E-05 , 4.9374894E-05 , 2.6253658E-05 , 1.5524607E-05 , 4.2313382E-05 , 3.5786720E-05 , 2.4506340E-05 , 3.1596670E-05 , 3.5492785E-05 , 2.9984908E-05 , 3.1158762E-05 , 7.7547583E-05 , 7.5319272E-05 , 7.5585211E-05 , 7.5652425E-05 , 7.6519485E-05 
 2.2084699E-11 , 4.9997520E-07 , 1.3640186E-06 , 5.0398971E-06 , 3.2248785E-06 , 5.3742104E-06 , 6.8526664E-06 , 7.9860080E-06 , 8.6611665E-06 , 9.6723479E-06 , 1.0818809E-05 , 1.1809843E-05 , 1.2652077E-05 , 1.3361857E-05 , 1.3946762E-05 , 1.4414035E-05 , 1.4773048E-05 , 1.5033732E-05 , 1.5204428E-05 , 1.5299216E-05 , 1.1773792E-05 , 1.6806892E-05 , 3.5304509E-05 , 1.6544869E-05 , 1.4994897E-05 , 1.4698656E-05 , 6.4154205E-05 , 2.4121278E-05 , 1.6981353E-05 , 2.4385933E-05 , 2.8252938E-05 , 3.2385193E-05 , 3.5255004E-05 , 2.7653789E-05 , 2.9641503E-05 , 2.6582257E-05 , 4.8828055E-05 , 2.5545632E-05 , 1.5600034E-05 , 4.1589000E-05 , 3.5790801E-05 , 2.3646607E-05 , 3.0714539E-05 , 3.4575906E-05 , 2.8990472E-05 , 3.1189508E-05 , 7.6641027E-05 , 7.4366518E-05 , 7.4586485E-05 , 7.4605570E-05 , 7.5423721E-05 
 2.2085261E-11 , 4.9490726E-07 , 1.3488375E-06 , 4.8482415E-06 , 3.1690088E-06 , 5.3375932E-06 , 6.8105114E-06 , 7.9388678E-06 , 8.5968208E-06 , 9.6726991E-06 , 1.0820629E-05 , 1.1813327E-05 , 1.2658406E-05 , 1.3372075E-05 , 1.3961857E-05 , 1.4434957E-05 , 1.4800657E-05 , 1.5068876E-05 , 1.5247806E-05 , 1.5351350E-05 , 1.1921717E-05 , 1.7041334E-05 , 3.4522551E-05 , 1.6172047E-05 , 1.5064981E-05 , 1.4781766E-05 , 6.1420717E-05 , 2.3367751E-05 , 1.7116313E-05 , 2.4614652E-05 , 2.8502547E-05 , 3.2641461E-05 , 3.5491484E-05 , 2.7858249E-05 , 2.7834324E-05 , 2.6635369E-05 , 4.7597666E-05 , 2.3952575E-05 , 1.5769743E-05 , 3.9959141E-05 , 3.5799983E-05 , 2.1712208E-05 , 2.8729745E-05 , 3.2512928E-05 , 2.6752992E-05 , 3.1258687E-05 , 7.4601275E-05 , 7.2222822E-05 , 7.2339350E-05 , 7.2250148E-05 , 7.2958254E-05 
 2.2085505E-11 , 4.9270176E-07 , 1.3422308E-06 , 4.7648358E-06 , 3.1446951E-06 , 5.3216580E-06 , 6.7921662E-06 , 7.9183531E-06 , 8.5688185E-06 , 9.6728519E-06 , 1.0821421E-05 , 1.1814843E-05 , 1.2661161E-05 , 1.3376522E-05 , 1.3968426E-05 , 1.4444062E-05 , 1.4812672E-05 , 1.5084170E-05 , 1.5266683E-05 , 1.5374037E-05 , 1.1986092E-05 , 1.7143359E-05 , 3.4182254E-05 , 1.6009800E-05 , 1.5095480E-05 , 1.4817934E-05 , 6.0231143E-05 , 2.3039827E-05 , 1.7175045E-05 , 2.4714187E-05 , 2.8611174E-05 , 3.2752984E-05 , 3.5594396E-05 , 2.7947227E-05 , 2.7047866E-05 , 2.6658483E-05 , 4.7062219E-05 , 2.3259300E-05 , 1.5843597E-05 , 3.9249850E-05 , 3.5803979E-05 , 2.0870386E-05 , 2.7865992E-05 , 3.1615151E-05 , 2.6793133E-05 , 3.1288793E-05 , 7.3713606E-05 , 7.1289917E-05 , 7.1361431E-05 , 7.1225103E-05 , 7.1885319E-05 
 2.2085552E-11 , 4.9227943E-07 , 1.3409657E-06 , 4.7488645E-06 , 3.1400393E-06 , 5.3186066E-06 , 6.7886532E-06 , 7.9144247E-06 , 8.5634564E-06 , 9.6728812E-06 , 1.0821573E-05 , 1.1815133E-05 , 1.2661688E-05 , 1.3377373E-05 , 1.3969684E-05 , 1.4445805E-05 , 1.4814973E-05 , 1.5087099E-05 , 1.5270298E-05 , 1.5378382E-05 , 1.1998419E-05 , 1.7162896E-05 , 3.4117091E-05 , 1.5978731E-05 , 1.5101321E-05 , 1.4824860E-05 , 6.0003353E-05 , 2.2977033E-05 , 1.7186292E-05 , 2.4733247E-05 , 2.8631974E-05 , 3.2774340E-05 , 3.5614103E-05 , 2.7964265E-05 , 2.6897267E-05 , 2.6662909E-05 , 4.6959687E-05 , 2.3126545E-05 , 1.5857740E-05 , 3.9114029E-05 , 3.5804744E-05 , 2.0881164E-05 , 2.7700593E-05 , 3.1443236E-05 , 2.6800820E-05 , 3.1294558E-05 , 7.3543626E-05 , 7.1111276E-05 , 7.1174169E-05 , 7.1028817E-05 , 7.1679863E-05 
 2.2086272E-11 , 4.8578808E-07 , 1.3215207E-06 , 4.5033797E-06 , 3.1477728E-06 , 5.2717050E-06 , 6.7346584E-06 , 7.8540445E-06 , 8.4810383E-06 , 9.6733310E-06 , 1.0823905E-05 , 1.1819596E-05 , 1.2669796E-05 , 1.3390461E-05 , 1.3989019E-05 , 1.4472603E-05 , 1.4850337E-05 , 1.5132113E-05 , 1.5325860E-05 , 1.5445158E-05 , 1.2187891E-05 , 1.7463184E-05 , 3.3115509E-05 , 1.5501196E-05 , 1.5191088E-05 , 1.4931312E-05 , 5.6502126E-05 , 2.2011868E-05 , 1.7359157E-05 , 2.5026205E-05 , 2.8951690E-05 , 3.3102584E-05 , 3.5917000E-05 , 2.8226151E-05 , 2.4582516E-05 , 2.6730939E-05 , 4.5383727E-05 , 2.1086054E-05 , 1.6075114E-05 , 3.7026400E-05 , 3.5816505E-05 , 2.1046821E-05 , 2.5158341E-05 , 2.8800841E-05 , 2.6918965E-05 , 3.1383167E-05 , 7.0930982E-05 , 6.8365493E-05 , 6.8295895E-05 , 6.8011841E-05 , 6.8521934E-05 
 2.2086484E-11 , 4.8387978E-07 , 1.3158044E-06 , 4.4312131E-06 , 3.1500463E-06 , 5.2579171E-06 , 6.7187853E-06 , 7.8362942E-06 , 8.4568093E-06 , 9.6734633E-06 , 1.0824590E-05 , 1.1820908E-05 , 1.2672179E-05 , 1.3394309E-05 , 1.3994703E-05 , 1.4480481E-05 , 1.4860733E-05 , 1.5145347E-05 , 1.5342193E-05 , 1.5464788E-05 , 1.2243591E-05 , 1.7551461E-05 , 3.2821068E-05 , 1.5360813E-05 , 1.5217478E-05 , 1.4962607E-05 , 5.5472850E-05 , 2.1728132E-05 , 1.7409975E-05 , 2.5112327E-05 , 2.9045678E-05 , 3.3199080E-05 , 3.6006045E-05 , 2.8303139E-05 , 2.4608735E-05 , 2.6750939E-05 , 4.4920432E-05 , 2.0486199E-05 , 1.6139017E-05 , 3.6412688E-05 , 3.5819963E-05 , 2.1095520E-05 , 2.4410980E-05 , 2.8024041E-05 , 2.6953697E-05 , 3.1409216E-05 , 7.0162927E-05 , 6.7558298E-05 , 6.7449752E-05 , 6.7124922E-05 , 6.7593579E-05 
 2.2087093E-11 , 4.7838950E-07 , 1.2993581E-06 , 4.2235862E-06 , 3.1565871E-06 , 5.2182485E-06 , 6.6731174E-06 , 7.7852256E-06 , 8.3871015E-06 , 9.6738438E-06 , 1.0826562E-05 , 1.1824682E-05 , 1.2679036E-05 , 1.3405378E-05 , 1.4011056E-05 , 1.4503146E-05 , 1.4890643E-05 , 1.5183420E-05 , 1.5389186E-05 , 1.5521266E-05 , 1.2403843E-05 , 1.7805440E-05 , 3.1973947E-05 , 1.5421918E-05 , 1.5293402E-05 , 1.5052642E-05 , 5.2511571E-05 , 2.0911811E-05 , 1.7556182E-05 , 2.5360106E-05 , 2.9316088E-05 , 3.3476703E-05 , 3.6262231E-05 , 2.8524638E-05 , 2.4684170E-05 , 2.6808478E-05 , 4.3587511E-05 , 1.8760387E-05 , 1.6322868E-05 , 3.4647007E-05 , 3.5829910E-05 , 2.1235630E-05 , 2.2260787E-05 , 2.5789148E-05 , 2.7053622E-05 , 3.1484161E-05 , 6.7953197E-05 , 6.5235961E-05 , 6.5015357E-05 , 6.4573215E-05 , 6.4922656E-05 
 2.2087365E-11 , 4.7593374E-07 , 1.2920018E-06 , 4.1307161E-06 , 3.1595128E-06 , 5.2005051E-06 , 6.6526904E-06 , 7.7623830E-06 , 8.3559216E-06 , 9.6740139E-06 , 1.0827444E-05 , 1.1826370E-05 , 1.2682103E-05 , 1.3410330E-05 , 1.4018370E-05 , 1.4513284E-05 , 1.4904022E-05 , 1.5200449E-05 , 1.5410206E-05 , 1.5546528E-05 , 1.2475523E-05 , 1.7919043E-05 , 3.1595035E-05 , 1.5449251E-05 , 1.5327362E-05 , 1.5092914E-05 , 5.1187010E-05 , 2.0546676E-05 , 1.7621579E-05 , 2.5470936E-05 , 2.9437040E-05 , 3.3600882E-05 , 3.6376821E-05 , 2.8623713E-05 , 2.4717912E-05 , 2.6834214E-05 , 4.2991305E-05 , 1.7988442E-05 , 1.6405104E-05 , 3.3857230E-05 , 3.5834360E-05 , 2.1298301E-05 , 2.2318686E-05 , 2.4789495E-05 , 2.7098318E-05 , 3.1517683E-05 , 6.6964799E-05 , 6.4197195E-05 , 6.3926467E-05 , 6.3431852E-05 , 6.3727970E-05 
 2.2087599E-11 , 4.7382210E-07 , 1.2856763E-06 , 4.0508596E-06 , 3.1620285E-06 , 5.1852479E-06 , 6.6351258E-06 , 7.7427412E-06 , 8.3571736E-06 , 9.6741603E-06 , 1.0828203E-05 , 1.1827822E-05 , 1.2684740E-05 , 1.3414587E-05 , 1.4024660E-05 , 1.4522001E-05 , 1.4915526E-05 , 1.5215093E-05 , 1.5428280E-05 , 1.5568250E-05 , 1.2537159E-05 , 1.8016727E-05 , 3.1269220E-05 , 1.5472753E-05 , 1.5356564E-05 , 1.5127543E-05 , 5.0048057E-05 , 2.0232707E-05 , 1.7677812E-05 , 2.5566235E-05 , 2.9541044E-05 , 3.3707660E-05 , 3.6475355E-05 , 2.8708904E-05 , 2.4746925E-05 , 2.6856345E-05 , 4.2478643E-05 , 1.7324668E-05 , 1.6475816E-05 , 3.3178122E-05 , 3.5838185E-05 , 2.1352189E-05 , 2.2368472E-05 , 2.3929921E-05 , 2.7136750E-05 , 3.1546507E-05 , 6.6114902E-05 , 6.3303988E-05 , 6.2990161E-05 , 6.2450426E-05 , 6.2700691E-05 
 2.2088413E-11 , 4.6648609E-07 , 1.2637011E-06 , 3.7734322E-06 , 3.1707683E-06 , 5.1322435E-06 , 6.5741052E-06 , 7.6745043E-06 , 8.3615231E-06 , 9.6746686E-06 , 1.0830838E-05 , 1.1832865E-05 , 1.2693903E-05 , 1.3429378E-05 , 1.4046510E-05 , 1.4552286E-05 , 1.4955491E-05 , 1.5265965E-05 , 1.5491071E-05 , 1.5643715E-05 , 1.2751285E-05 , 1.8356088E-05 , 3.0137311E-05 , 1.5554401E-05 , 1.5458012E-05 , 1.5247847E-05 , 4.6091249E-05 , 1.9141954E-05 , 1.7873171E-05 , 2.5897313E-05 , 2.9902361E-05 , 3.4078615E-05 , 3.6817666E-05 , 2.9004867E-05 , 2.4847720E-05 , 2.6933227E-05 , 4.0697618E-05 , 1.5018668E-05 , 1.6721475E-05 , 3.0818850E-05 , 3.5851477E-05 , 2.1539402E-05 , 2.2541431E-05 , 2.4087262E-05 , 2.7270269E-05 , 3.1646647E-05 , 6.3162299E-05 , 6.0200922E-05 , 5.9737365E-05 , 5.9040879E-05 , 5.9131851E-05 
 2.2088806E-11 , 4.6293540E-07 , 1.2530649E-06 , 3.6391550E-06 , 3.1749984E-06 , 5.1065889E-06 , 6.5445707E-06 , 7.6414771E-06 , 8.3636283E-06 , 9.6749147E-06 , 1.0832113E-05 , 1.1835306E-05 , 1.2698337E-05 , 1.3436537E-05 , 1.4057086E-05 , 1.4566944E-05 , 1.4974835E-05 , 1.5290587E-05 , 1.5521463E-05 , 1.5680241E-05 , 1.2854924E-05 , 1.8520342E-05 , 2.9589458E-05 , 1.5593920E-05 , 1.5507114E-05 , 1.5306075E-05 , 4.5580689E-05 , 1.8614020E-05 , 1.7967726E-05 , 2.6057557E-05 , 3.0077241E-05 , 3.4258160E-05 , 3.6983347E-05 , 2.9148115E-05 , 2.4896506E-05 , 2.6970439E-05 , 3.9835586E-05 , 1.3902545E-05 , 1.6840376E-05 , 2.9676943E-05 , 3.5857910E-05 , 2.1630014E-05 , 2.2625145E-05 , 2.4163417E-05 , 2.7334893E-05 , 3.1695115E-05 , 6.1733214E-05 , 5.8699011E-05 , 5.8162984E-05 , 5.7390629E-05 , 5.7404502E-05 
 2.2089155E-11 , 4.5979139E-07 , 1.2436470E-06 , 3.6211489E-06 , 3.1787440E-06 , 5.0838727E-06 , 6.5184190E-06 , 7.6122327E-06 , 8.3654924E-06 , 9.6751326E-06 , 1.0833242E-05 , 1.1837467E-05 , 1.2702264E-05 , 1.3442876E-05 , 1.4066451E-05 , 1.4579923E-05 , 1.4991963E-05 , 1.5312390E-05 , 1.5548373E-05 , 1.5712583E-05 , 1.2946692E-05 , 1.8665783E-05 , 2.9104355E-05 , 1.5628912E-05 , 1.5550591E-05 , 1.5357634E-05 , 4.5128607E-05 , 1.8146554E-05 , 1.8051451E-05 , 2.6199447E-05 , 3.0232091E-05 , 3.4417141E-05 , 3.7130052E-05 , 2.9274956E-05 , 2.4939703E-05 , 2.7003388E-05 , 3.9072290E-05 , 1.2914259E-05 , 1.6945658E-05 , 2.8665827E-05 , 3.5863607E-05 , 2.1710248E-05 , 2.2699270E-05 , 2.4230849E-05 , 2.7392115E-05 , 3.1738032E-05 , 6.0467813E-05 , 5.7369126E-05 , 5.6768928E-05 , 5.5929395E-05 , 5.5874999E-05 
 2.2091082E-11 , 4.4241334E-07 , 1.1915906E-06 , 3.5216226E-06 , 3.1994474E-06 , 4.9583122E-06 , 6.3738690E-06 , 7.4505883E-06 , 8.3757957E-06 , 9.6763368E-06 , 1.0839484E-05 , 1.1849414E-05 , 1.2723968E-05 , 1.3477914E-05 , 1.4118212E-05 , 1.4651663E-05 , 1.5086636E-05 , 1.5432900E-05 , 1.5697117E-05 , 1.5891349E-05 , 1.3453930E-05 , 1.9469686E-05 , 2.6423011E-05 , 1.5822327E-05 , 1.5790909E-05 , 1.5642618E-05 , 4.2629786E-05 , 1.5562701E-05 , 1.8514230E-05 , 2.6983727E-05 , 3.1088003E-05 , 3.5295885E-05 , 3.7940943E-05 , 2.9976053E-05 , 2.5178473E-05 , 2.7185513E-05 , 3.4853273E-05 , 1.3501772E-05 , 1.7527593E-05 , 2.3077020E-05 , 3.5895093E-05 , 2.2153731E-05 , 2.3108988E-05 , 2.4603570E-05 , 2.7708402E-05 , 3.1975248E-05 , 5.3473481E-05 , 5.0018366E-05 , 4.9063476E-05 , 4.7852621E-05 , 4.7420880E-05 
 2.2093074E-11 , 4.2445654E-07 , 1.1378006E-06 , 3.4187818E-06 , 3.2208403E-06 , 4.8285700E-06 , 6.2245050E-06 , 7.4460547E-06 , 8.3864423E-06 , 9.6775812E-06 , 1.0845934E-05 , 1.1861758E-05 , 1.2746395E-05 , 1.3514119E-05 , 1.4171697E-05 , 1.4725792E-05 , 1.5184462E-05 , 1.5557423E-05 , 1.5850815E-05 , 1.6076069E-05 , 1.3978060E-05 , 2.0300362E-05 , 2.3652370E-05 , 1.6022183E-05 , 1.6039230E-05 , 1.5937093E-05 , 4.0047747E-05 , 1.2892797E-05 , 1.8992421E-05 , 2.7794125E-05 , 3.1972421E-05 , 3.6203894E-05 , 3.8778839E-05 , 3.0700498E-05 , 2.5425195E-05 , 2.7373702E-05 , 3.0493748E-05 , 1.4108851E-05 , 1.8128907E-05 , 1.7302087E-05 , 3.5927627E-05 , 2.2611982E-05 , 2.3532351E-05 , 2.4988704E-05 , 2.8035223E-05 , 3.2220365E-05 , 4.6246213E-05 , 4.2422801E-05 , 4.1101407E-05 , 3.9506865E-05 , 3.8685211E-05 
 2.2094118E-11 , 4.1504017E-07 , 1.1095936E-06 , 3.3648531E-06 , 3.2320585E-06 , 4.7605345E-06 , 6.1461800E-06 , 7.4436773E-06 , 8.3920252E-06 , 9.6782337E-06 , 1.0849316E-05 , 1.1868231E-05 , 1.2758155E-05 , 1.3533105E-05 , 1.4199744E-05 , 1.4764665E-05 , 1.5235761E-05 , 1.5622721E-05 , 1.5931413E-05 , 1.6172934E-05 , 1.4252908E-05 , 2.0735960E-05 , 2.2199473E-05 , 1.6126986E-05 , 1.6169447E-05 , 1.6091513E-05 , 3.8693751E-05 , 1.1492725E-05 , 1.9243179E-05 , 2.8219091E-05 , 3.2436200E-05 , 3.6680045E-05 , 3.8570685E-05 , 3.1080391E-05 , 2.5554573E-05 , 2.7472387E-05 , 2.8207656E-05 , 1.4427197E-05 , 1.8444231E-05 , 1.4273768E-05 , 3.5944688E-05 , 2.2852285E-05 , 2.3754358E-05 , 2.5190664E-05 , 2.8206604E-05 , 3.2348902E-05 , 4.2456305E-05 , 3.8439761E-05 , 3.6926176E-05 , 3.5130431E-05 , 3.4104312E-05 
 2.2095476E-11 , 4.0279263E-07 , 1.0729058E-06 , 3.2947099E-06 , 3.2466497E-06 , 4.6720431E-06 , 6.0443055E-06 , 7.4405850E-06 , 8.3992867E-06 , 9.6790824E-06 , 1.0853715E-05 , 1.1876651E-05 , 1.2773452E-05 , 1.3557798E-05 , 1.4236223E-05 , 1.4815226E-05 , 1.5302484E-05 , 1.5707653E-05 , 1.6036243E-05 , 1.6298923E-05 , 1.4610394E-05 , 2.1302527E-05 , 2.0309741E-05 , 1.6263299E-05 , 1.6338816E-05 , 1.6292361E-05 , 3.6932656E-05 , 9.6717022E-06 , 1.9569332E-05 , 2.8771828E-05 , 3.3039422E-05 , 3.7299358E-05 , 3.8299948E-05 , 3.1574503E-05 , 2.5722851E-05 , 2.7600743E-05 , 2.5234218E-05 , 1.4841259E-05 , 1.8854361E-05 , 1.4657349E-05 , 3.5966878E-05 , 2.3164838E-05 , 2.4043115E-05 , 2.5453347E-05 , 2.8429514E-05 , 3.2516085E-05 , 3.7526906E-05 , 3.3259162E-05 , 3.1495601E-05 , 2.9438160E-05 , 2.8146098E-05 
 2.2096157E-11 , 3.9666104E-07 , 1.0545385E-06 , 3.2595935E-06 , 3.2539546E-06 , 4.6277409E-06 , 5.9933031E-06 , 7.4390370E-06 , 8.4029221E-06 , 9.6795073E-06 , 1.0855917E-05 , 1.1880866E-05 , 1.2781110E-05 , 1.3570161E-05 , 1.4254487E-05 , 1.4840538E-05 , 1.5335888E-05 , 1.5750173E-05 , 1.6088725E-05 , 1.6361998E-05 , 1.4789365E-05 , 2.1586173E-05 , 1.9363668E-05 , 1.6331542E-05 , 1.6423609E-05 , 1.6392914E-05 , 3.6050984E-05 , 9.8298540E-06 , 1.9732617E-05 , 2.9048549E-05 , 3.3341418E-05 , 3.7609410E-05 , 3.8164406E-05 , 3.1821875E-05 , 2.5807098E-05 , 2.7665003E-05 , 2.3745600E-05 , 1.5048555E-05 , 1.9059688E-05 , 1.4849385E-05 , 3.5977988E-05 , 2.3321315E-05 , 2.4187678E-05 , 2.5584856E-05 , 2.8541112E-05 , 3.2599784E-05 , 3.5059059E-05 , 3.0665554E-05 , 2.8776846E-05 , 2.6588389E-05 , 2.5163187E-05 
 2.2096268E-11 , 3.9565997E-07 , 1.0515397E-06 , 3.2538602E-06 , 3.2551472E-06 , 4.6205079E-06 , 5.9932572E-06 , 7.4387842E-06 , 8.4035156E-06 , 9.6795767E-06 , 1.0856277E-05 , 1.1881554E-05 , 1.2782360E-05 , 1.3572179E-05 , 1.4257468E-05 , 1.4844671E-05 , 1.5341342E-05 , 1.5757115E-05 , 1.6097294E-05 , 1.6372296E-05 , 1.4818585E-05 , 2.1632482E-05 , 1.9209208E-05 , 1.6342684E-05 , 1.6437452E-05 , 1.6409331E-05 , 3.5907037E-05 , 9.8556747E-06 , 1.9759276E-05 , 2.9093728E-05 , 3.3390723E-05 , 3.7660031E-05 , 3.8142277E-05 , 3.1862262E-05 , 2.5820852E-05 , 2.7675494E-05 , 2.3502560E-05 , 1.5082399E-05 , 1.9093211E-05 , 1.4880738E-05 , 3.5979802E-05 , 2.3346862E-05 , 2.4211281E-05 , 2.5606327E-05 , 2.8559332E-05 , 3.2613449E-05 , 3.4656145E-05 , 3.0242108E-05 , 2.8332968E-05 , 2.6123120E-05 , 2.4676181E-05 
 2.2096937E-11 , 3.8962223E-07 , 1.0334535E-06 , 3.2192813E-06 , 3.2623403E-06 , 4.5768838E-06 , 5.9929802E-06 , 7.4372598E-06 , 8.4070954E-06 , 9.6799951E-06 , 1.0858446E-05 , 1.1885705E-05 , 1.2789901E-05 , 1.3584353E-05 , 1.4275452E-05 , 1.4869596E-05 , 1.5374234E-05 , 1.5798984E-05 , 1.6148973E-05 , 1.6434406E-05 , 1.4994817E-05 , 2.1911786E-05 , 1.8277616E-05 , 1.6409883E-05 , 1.6520947E-05 , 1.6508344E-05 , 3.5038860E-05 , 1.0011406E-05 , 1.9920061E-05 , 2.9366214E-05 , 3.3688097E-05 , 3.7965337E-05 , 3.8008810E-05 , 3.2105847E-05 , 2.5903809E-05 , 2.7738771E-05 , 2.2036727E-05 , 1.5286521E-05 , 1.9295395E-05 , 1.5069834E-05 , 3.5990741E-05 , 2.3500943E-05 , 2.4353631E-05 , 2.5735823E-05 , 2.8669221E-05 , 3.2695866E-05 , 3.2226071E-05 , 2.7688199E-05 , 2.5655826E-05 , 2.3316969E-05 , 2.4780974E-05 
