#format table ## [WaveView Analyzer] saved 00:06:11 Sat Jan  3 2015
TIME ,v(fgnd):pwidth=4.3e-08 ,v(fgnd):pwidth=8.6e-08 ,v(fgnd):pwidth=1.29e-07 ,v(fgnd):pwidth=1.72e-07 ,v(fgnd):pwidth=2.15e-07 ,v(fgnd):pwidth=2.58e-07 ,v(fgnd):pwidth=3.01e-07 ,v(fgnd):pwidth=3.44e-07 ,v(fgnd):pwidth=3.87e-07 ,v(fgnd):pwidth=4.3e-07 ,v(fgnd):pwidth=4.73e-07 ,v(fgnd):pwidth=5.16e-07 ,v(fgnd):pwidth=5.59e-07 ,v(fgnd):pwidth=6.02e-07 ,v(fgnd):pwidth=6.45e-07 ,v(fgnd):pwidth=6.88e-07 ,v(fgnd):pwidth=7.31e-07 ,v(fgnd):pwidth=7.74e-07 ,v(fgnd):pwidth=8.17e-07 ,v(fgnd):pwidth=8.6e-07 ,v(fgnd):pwidth=9.03e-07 ,v(fgnd):pwidth=9.46e-07 ,v(fgnd):pwidth=9.89e-07 ,v(fgnd):pwidth=1.032e-06 ,v(fgnd):pwidth=1.075e-06 ,v(fgnd):pwidth=1.118e-06 ,v(fgnd):pwidth=1.161e-06 ,v(fgnd):pwidth=1.204e-06 ,v(fgnd):pwidth=1.247e-06 ,v(fgnd):pwidth=1.29e-06 ,v(fgnd):pwidth=1.333e-06 ,v(fgnd):pwidth=1.376e-06 ,v(fgnd):pwidth=1.419e-06 ,v(fgnd):pwidth=1.462e-06 ,v(fgnd):pwidth=1.505e-06 ,v(fgnd):pwidth=1.548e-06 ,v(fgnd):pwidth=1.591e-06 ,v(fgnd):pwidth=1.634e-06 ,v(fgnd):pwidth=1.677e-06 ,v(fgnd):pwidth=1.72e-06 ,v(fgnd):pwidth=1.763e-06 ,v(fgnd):pwidth=1.806e-06 ,v(fgnd):pwidth=1.849e-06 ,v(fgnd):pwidth=1.892e-06 ,v(fgnd):pwidth=1.935e-06 ,v(fgnd):pwidth=1.978e-06 ,v(fgnd):pwidth=2.021e-06 ,v(fgnd):pwidth=2.064e-06 ,v(fgnd):pwidth=2.107e-06 ,v(fgnd):pwidth=2.15e-06 
 1.7320272E-11 , 9.2384541E-02 , 4.4409459E-02 , 3.0888579E-02 , 2.4505318E-02 , 2.0279199E-02 , 1.7323962E-02 , 1.5154101E-02 , 1.3483326E-02 , 1.2127623E-02 , 1.1062584E-02 , 1.0140966E-02 , 9.3588556E-03 , 8.6890234E-03 , 8.1092786E-03 , 7.6023787E-03 , 7.1554060E-03 , 6.7588528E-03 , 6.4041032E-03 , 6.0848431E-03 , 5.7958002E-03 , 5.5328550E-03 , 5.2924804E-03 , 5.0717856E-03 , 4.8683525E-03 , 4.6801511E-03 , 4.4479750E-03 , 4.3326299E-03 , 4.1773858E-03 , 4.0318067E-03 , 3.8971142E-03 , 3.7707870E-03 , 3.6565657E-03 , 3.5539206E-03 , 3.4512923E-03 , 3.3558938E-03 , 3.2658600E-03 , 3.1815193E-03 , 3.1012578E-03 , 3.0095847E-03 , 2.9156647E-03 , 2.8264415E-03 , 2.7615491E-03 , 2.6992595E-03 , 2.6423355E-03 , 2.6270749E-03 , 2.5574459E-03 , 2.4922136E-03 , 2.4432621E-03 , 2.3964465E-03 , 2.3516184E-03 
 1.7322971E-11 , 9.2359784E-02 , 4.4427344E-02 , 3.0903055E-02 , 2.4522103E-02 , 2.0296525E-02 , 1.7338700E-02 , 1.5167091E-02 , 1.3494918E-02 , 1.2138234E-02 , 1.1072452E-02 , 1.0150113E-02 , 9.3673133E-03 , 8.6968907E-03 , 8.1166145E-03 , 7.6092594E-03 , 7.1618861E-03 , 6.7649929E-03 , 6.4099354E-03 , 6.0903964E-03 , 5.8010948E-03 , 5.5379099E-03 , 5.2973104E-03 , 5.0764037E-03 , 4.8727704E-03 , 4.6843792E-03 , 4.4527235E-03 , 4.3366763E-03 , 4.1810486E-03 , 4.0341106E-03 , 3.8993467E-03 , 3.7729505E-03 , 3.6586807E-03 , 3.5569710E-03 , 3.4542138E-03 , 3.3587841E-03 , 3.2686959E-03 , 3.1843192E-03 , 3.1040636E-03 , 3.0125284E-03 , 2.9186255E-03 , 2.8288307E-03 , 2.7638390E-03 , 2.7015038E-03 , 2.6445619E-03 , 2.6295671E-03 , 2.5589500E-03 , 2.4936293E-03 , 2.4446479E-03 , 2.3977995E-03 , 2.3529410E-03 
 1.7336148E-11 , 9.2238926E-02 , 4.4514651E-02 , 3.0973728E-02 , 2.4604041E-02 , 2.0381105E-02 , 1.7410649E-02 , 1.5230503E-02 , 1.3551506E-02 , 1.2190036E-02 , 1.1120625E-02 , 1.0194768E-02 , 9.4086019E-03 , 8.7352966E-03 , 8.1524268E-03 , 7.6428492E-03 , 7.1935201E-03 , 6.7949669E-03 , 6.4384066E-03 , 6.1175059E-03 , 5.8269418E-03 , 5.5625862E-03 , 5.3208891E-03 , 5.0989482E-03 , 4.8943370E-03 , 4.7050198E-03 , 4.4759044E-03 , 4.3564300E-03 , 4.1989294E-03 , 4.0453576E-03 , 3.9102452E-03 , 3.7835126E-03 , 3.6690054E-03 , 3.5718624E-03 , 3.4684755E-03 , 3.3728937E-03 , 3.2825399E-03 , 3.1979879E-03 , 3.1177609E-03 , 3.0268992E-03 , 2.9330796E-03 , 2.8404943E-03 , 2.7750177E-03 , 2.7124596E-03 , 2.6577604E-03 , 2.6417334E-03 , 2.5662927E-03 , 2.5005405E-03 , 2.4514129E-03 , 2.4044046E-03 , 2.3593979E-03 
 1.7344107E-11 , 9.2165927E-02 , 4.4567385E-02 , 3.1016414E-02 , 2.4653532E-02 , 2.0432191E-02 , 1.7454106E-02 , 1.5268804E-02 , 1.3585686E-02 , 1.2221324E-02 , 1.1149721E-02 , 1.0221740E-02 , 9.4335402E-03 , 8.7584938E-03 , 8.1740576E-03 , 7.6631376E-03 , 7.2126271E-03 , 6.8130714E-03 , 6.4556033E-03 , 6.1338802E-03 , 5.8425535E-03 , 5.5774908E-03 , 5.3351307E-03 , 5.1125651E-03 , 4.9073633E-03 , 4.7174867E-03 , 4.4899057E-03 , 4.3683612E-03 , 4.2097294E-03 , 4.0521508E-03 , 3.9168279E-03 , 3.7898921E-03 , 3.6752416E-03 , 3.5780170E-03 , 3.4770897E-03 , 3.3814159E-03 , 3.2909016E-03 , 3.2062439E-03 , 3.1260340E-03 , 3.0355791E-03 , 2.9418098E-03 , 2.8475391E-03 , 2.7817697E-03 , 2.7190770E-03 , 2.6657324E-03 , 2.6490819E-03 , 2.5707276E-03 , 2.5047148E-03 , 2.4554990E-03 , 2.4083941E-03 , 2.3632978E-03 
 1.7348014E-11 , 9.2130096E-02 , 4.4593269E-02 , 3.1037366E-02 , 2.4677824E-02 , 2.0457267E-02 , 1.7475437E-02 , 1.5287603E-02 , 1.3602463E-02 , 1.2236682E-02 , 1.1164003E-02 , 1.0234979E-02 , 9.4457811E-03 , 8.7698801E-03 , 8.1846749E-03 , 7.6730960E-03 , 7.2220057E-03 , 6.8219578E-03 , 6.4640442E-03 , 6.1419174E-03 , 5.8502164E-03 , 5.5848067E-03 , 5.3421211E-03 , 5.1192489E-03 , 4.9137572E-03 , 4.7236061E-03 , 4.4967782E-03 , 4.3742177E-03 , 4.2132144E-03 , 4.0554852E-03 , 3.9200589E-03 , 3.7930234E-03 , 3.6783025E-03 , 3.5810380E-03 , 3.4813179E-03 , 3.3855990E-03 , 3.2950060E-03 , 3.2102962E-03 , 3.1300949E-03 , 3.0398396E-03 , 2.9460950E-03 , 2.8509970E-03 , 2.7850838E-03 , 2.7223251E-03 , 2.6696454E-03 , 2.6526889E-03 , 2.5729045E-03 , 2.5067638E-03 , 2.4575047E-03 , 2.4103524E-03 , 2.3652121E-03 
 1.7351771E-11 , 9.2095634E-02 , 4.4618165E-02 , 3.1057519E-02 , 2.4701189E-02 , 2.0481385E-02 , 1.7495953E-02 , 1.5305685E-02 , 1.3618599E-02 , 1.2251453E-02 , 1.1177739E-02 , 1.0247713E-02 , 9.4575545E-03 , 8.7808315E-03 , 8.1948868E-03 , 7.6826742E-03 , 7.2310262E-03 , 6.8305049E-03 , 6.4721627E-03 , 6.1496477E-03 , 5.8575867E-03 , 5.5918431E-03 , 5.3488445E-03 , 5.1256774E-03 , 4.9199070E-03 , 4.7294917E-03 , 4.5033882E-03 , 4.3798504E-03 , 4.2165664E-03 , 4.0586923E-03 , 3.9231666E-03 , 3.7960352E-03 , 3.6812466E-03 , 3.5839436E-03 , 3.4853846E-03 , 3.3883630E-03 , 3.2989536E-03 , 3.2141939E-03 , 3.1340007E-03 , 3.0439374E-03 , 2.9502166E-03 , 2.8543229E-03 , 2.7882714E-03 , 2.7254492E-03 , 2.6734089E-03 , 2.6561581E-03 , 2.5749983E-03 , 2.5087345E-03 , 2.4594337E-03 , 2.4122358E-03 , 2.3670533E-03 
 1.7358344E-11 , 9.2035348E-02 , 4.4661715E-02 , 3.1092771E-02 , 2.4742061E-02 , 2.0523574E-02 , 1.7531842E-02 , 1.5337316E-02 , 1.3646826E-02 , 1.2277293E-02 , 1.1201768E-02 , 1.0269988E-02 , 9.4781499E-03 , 8.7999890E-03 , 8.2127505E-03 , 7.6994293E-03 , 7.2468057E-03 , 6.8454565E-03 , 6.4863646E-03 , 6.1631704E-03 , 5.8704796E-03 , 5.6041521E-03 , 5.3606060E-03 , 5.1369229E-03 , 4.9306647E-03 , 4.7397876E-03 , 4.5149512E-03 , 4.3897039E-03 , 4.2224300E-03 , 4.0643025E-03 , 3.9286030E-03 , 3.8013037E-03 , 3.6863967E-03 , 3.5890265E-03 , 3.4903365E-03 , 3.3931980E-03 , 3.3058592E-03 , 3.2210120E-03 , 3.1408331E-03 , 3.0511058E-03 , 2.9574265E-03 , 2.8601408E-03 , 2.7938475E-03 , 2.7309141E-03 , 2.6799925E-03 , 2.6622268E-03 , 2.5786609E-03 , 2.5121819E-03 , 2.4628082E-03 , 2.4155306E-03 , 2.3702741E-03 
 1.7367597E-11 , 9.1950480E-02 , 4.4723024E-02 , 3.1142398E-02 , 2.4799599E-02 , 2.0582967E-02 , 1.7582365E-02 , 1.5381845E-02 , 1.3686563E-02 , 1.2313669E-02 , 1.1235595E-02 , 1.0301345E-02 , 9.5071431E-03 , 8.8269581E-03 , 8.2378984E-03 , 7.7230165E-03 , 7.2690195E-03 , 6.8665046E-03 , 6.5063574E-03 , 6.1822070E-03 , 5.8886297E-03 , 5.6214801E-03 , 5.3771632E-03 , 5.1527539E-03 , 4.9458091E-03 , 4.7542816E-03 , 4.5312291E-03 , 4.4035751E-03 , 4.2306846E-03 , 4.0722003E-03 , 3.9362560E-03 , 3.8087205E-03 , 3.6936469E-03 , 3.5961819E-03 , 3.4973074E-03 , 3.4000046E-03 , 3.3124928E-03 , 3.2306103E-03 , 3.1504514E-03 , 3.0611971E-03 , 2.9675763E-03 , 2.8683311E-03 , 2.8016973E-03 , 2.7386074E-03 , 2.6892607E-03 , 2.6707702E-03 , 2.5838170E-03 , 2.5170350E-03 , 2.4675587E-03 , 2.4201688E-03 , 2.3748082E-03 
 1.7372272E-11 , 9.1907600E-02 , 4.4754000E-02 , 3.1167472E-02 , 2.4828670E-02 , 2.0612975E-02 , 1.7607892E-02 , 1.5404343E-02 , 1.3706641E-02 , 1.2332048E-02 , 1.1252686E-02 , 1.0317189E-02 , 9.5217920E-03 , 8.8405842E-03 , 8.2506043E-03 , 7.7349339E-03 , 7.2802430E-03 , 6.8771392E-03 , 6.5164588E-03 , 6.1918253E-03 , 5.8978000E-03 , 5.6302351E-03 , 5.3855287E-03 , 5.1607525E-03 , 4.9534608E-03 , 4.7586830E-03 , 4.5394535E-03 , 4.4105836E-03 , 4.2348552E-03 , 4.0761906E-03 , 3.9401227E-03 , 3.8124678E-03 , 3.6973100E-03 , 3.5997971E-03 , 3.5008295E-03 , 3.4034436E-03 , 3.3158444E-03 , 3.2354599E-03 , 3.1553111E-03 , 3.0662957E-03 , 2.9727045E-03 , 2.8724693E-03 , 2.8056635E-03 , 2.7424945E-03 , 2.6939434E-03 , 2.6750867E-03 , 2.5864221E-03 , 2.5194871E-03 , 2.4699589E-03 , 2.4225122E-03 , 2.3770990E-03 
 1.7377173E-11 , 9.1862652E-02 , 4.4786470E-02 , 3.1193755E-02 , 2.4859144E-02 , 2.0644431E-02 , 1.7634650E-02 , 1.5427926E-02 , 1.3727686E-02 , 1.2351313E-02 , 1.1270602E-02 , 1.0333796E-02 , 9.5371474E-03 , 8.8548676E-03 , 8.2639231E-03 , 7.7474261E-03 , 7.2920078E-03 , 6.8882867E-03 , 6.5270474E-03 , 6.2019075E-03 , 5.9074126E-03 , 5.6394124E-03 , 5.3942978E-03 , 5.1691369E-03 , 4.9582659E-03 , 4.7632966E-03 , 4.5480747E-03 , 4.4179301E-03 , 4.2392270E-03 , 4.0803734E-03 , 3.9441759E-03 , 3.8163959E-03 , 3.7011498E-03 , 3.6035868E-03 , 3.5045215E-03 , 3.4070485E-03 , 3.3193577E-03 , 3.2405434E-03 , 3.1604052E-03 , 3.0716402E-03 , 2.9780800E-03 , 2.8768070E-03 , 2.8098209E-03 , 2.7465690E-03 , 2.6988520E-03 , 2.6796114E-03 , 2.5891529E-03 , 2.5220574E-03 , 2.4724749E-03 , 2.4249687E-03 , 2.3795004E-03 
 1.7379266E-11 , 9.1843448E-02 , 4.4800343E-02 , 3.1204985E-02 , 2.4872164E-02 , 2.0657871E-02 , 1.7646083E-02 , 1.5438002E-02 , 1.3736678E-02 , 1.2359544E-02 , 1.1278257E-02 , 1.0340892E-02 , 9.5437082E-03 , 8.8609702E-03 , 8.2696137E-03 , 7.7527636E-03 , 7.2970345E-03 , 6.8930496E-03 , 6.5315715E-03 , 6.2062152E-03 , 5.9115197E-03 , 5.6433334E-03 , 5.3980444E-03 , 5.1712781E-03 , 4.9603189E-03 , 4.7652678E-03 , 4.5517581E-03 , 4.4210690E-03 , 4.2410949E-03 , 4.0821606E-03 , 3.9459077E-03 , 3.8180742E-03 , 3.7027904E-03 , 3.6052059E-03 , 3.5060989E-03 , 3.4085887E-03 , 3.3208588E-03 , 3.2427153E-03 , 3.1625817E-03 , 3.0739237E-03 , 2.9803767E-03 , 2.8786603E-03 , 2.8115972E-03 , 2.7483099E-03 , 2.7009492E-03 , 2.6815446E-03 , 2.5903197E-03 , 2.5231556E-03 , 2.4735498E-03 , 2.4260182E-03 , 2.3805264E-03 
 1.7382254E-11 , 9.1816049E-02 , 4.4820136E-02 , 3.1221006E-02 , 2.4890739E-02 , 2.0677045E-02 , 1.7662393E-02 , 1.5452378E-02 , 1.3749507E-02 , 1.2371288E-02 , 1.1289177E-02 , 1.0351015E-02 , 9.5530682E-03 , 8.8696768E-03 , 8.2777323E-03 , 7.7603783E-03 , 7.3042059E-03 , 6.8998447E-03 , 6.5380259E-03 , 6.2123609E-03 , 5.9173792E-03 , 5.6489275E-03 , 5.4033897E-03 , 5.1743330E-03 , 4.9632478E-03 , 4.7680801E-03 , 4.5570132E-03 , 4.4255471E-03 , 4.2437598E-03 , 4.0847103E-03 , 3.9483783E-03 , 3.8204686E-03 , 3.7051310E-03 , 3.6075160E-03 , 3.5083494E-03 , 3.4107861E-03 , 3.3230003E-03 , 3.2458140E-03 , 3.1656868E-03 , 3.0771816E-03 , 2.9836534E-03 , 2.8818524E-03 , 2.8141314E-03 , 2.7507936E-03 , 2.7039413E-03 , 2.6843027E-03 , 2.5919842E-03 , 2.5247223E-03 , 2.4750835E-03 , 2.4275156E-03 , 2.3819901E-03 
 1.7387489E-11 , 9.1768031E-02 , 4.4854824E-02 , 3.1249086E-02 , 2.4923294E-02 , 2.0710650E-02 , 1.7690979E-02 , 1.5477572E-02 , 1.3771990E-02 , 1.2391869E-02 , 1.1308317E-02 , 1.0368757E-02 , 9.5694727E-03 , 8.8849360E-03 , 8.2919610E-03 , 7.7737240E-03 , 7.3167745E-03 , 6.9117538E-03 , 6.5493379E-03 , 6.2231319E-03 , 5.9276486E-03 , 5.6587318E-03 , 5.4089822E-03 , 5.1796869E-03 , 4.9683812E-03 , 4.7730090E-03 , 4.5662233E-03 , 4.4333955E-03 , 4.2484302E-03 , 4.0891789E-03 , 3.9527084E-03 , 3.8246651E-03 , 3.7092332E-03 , 3.6115645E-03 , 3.5122936E-03 , 3.4146373E-03 , 3.3267536E-03 , 3.2512448E-03 , 3.1711289E-03 , 3.0828912E-03 , 2.9893962E-03 , 2.8874468E-03 , 2.8185728E-03 , 2.7551465E-03 , 2.7091853E-03 , 2.6891366E-03 , 2.5949016E-03 , 2.5274682E-03 , 2.4777713E-03 , 2.4301399E-03 , 2.3845555E-03 
 1.7388377E-11 , 9.1759884E-02 , 4.4860709E-02 , 3.1253849E-02 , 2.4928817E-02 , 2.0716351E-02 , 1.7695829E-02 , 1.5481846E-02 , 1.3775804E-02 , 1.2395361E-02 , 1.1311564E-02 , 1.0371767E-02 , 9.5722557E-03 , 8.8875247E-03 , 8.2943749E-03 , 7.7759881E-03 , 7.3189068E-03 , 6.9137742E-03 , 6.5512570E-03 , 6.2249592E-03 , 5.9293908E-03 , 5.6597245E-03 , 5.4099310E-03 , 5.1805952E-03 , 4.9692521E-03 , 4.7738452E-03 , 4.5677858E-03 , 4.4347270E-03 , 4.2492226E-03 , 4.0899369E-03 , 3.9534430E-03 , 3.8253770E-03 , 3.7099291E-03 , 3.6122514E-03 , 3.5129628E-03 , 3.4152906E-03 , 3.3273904E-03 , 3.2521661E-03 , 3.1720522E-03 , 3.0838599E-03 , 2.9903705E-03 , 2.8883958E-03 , 2.8193263E-03 , 2.7558850E-03 , 2.7100749E-03 , 2.6899566E-03 , 2.5953965E-03 , 2.5279341E-03 , 2.4782273E-03 , 2.4305851E-03 , 2.3849907E-03 
 1.7392889E-11 , 9.1718501E-02 , 4.4890605E-02 , 3.1278049E-02 , 2.4956874E-02 , 2.0745312E-02 , 1.7720465E-02 , 1.5503560E-02 , 1.3795181E-02 , 1.2413099E-02 , 1.1328059E-02 , 1.0387058E-02 , 9.5863936E-03 , 8.9006755E-03 , 8.3066377E-03 , 7.7874899E-03 , 7.3297388E-03 , 6.9240378E-03 , 6.5610060E-03 , 6.2342419E-03 , 5.9382413E-03 , 5.6647676E-03 , 5.4147508E-03 , 5.1852094E-03 , 4.9736762E-03 , 4.7780930E-03 , 4.5757233E-03 , 4.4414910E-03 , 4.2532477E-03 , 4.0937881E-03 , 3.9571749E-03 , 3.8289936E-03 , 3.7134644E-03 , 3.6157405E-03 , 3.5163620E-03 , 3.4186097E-03 , 3.3306251E-03 , 3.2552737E-03 , 3.1767424E-03 , 3.0887807E-03 , 2.9953198E-03 , 2.8932172E-03 , 2.8231541E-03 , 2.7596365E-03 , 2.7145943E-03 , 2.6941226E-03 , 2.5979107E-03 , 2.5303006E-03 , 2.4805438E-03 , 2.4328468E-03 , 2.3872017E-03 
 1.7398524E-11 , 9.1666822E-02 , 4.4927937E-02 , 3.1308268E-02 , 2.4991910E-02 , 2.0781478E-02 , 1.7751230E-02 , 1.5530674E-02 , 1.3819378E-02 , 1.2435249E-02 , 1.1348657E-02 , 1.0406152E-02 , 9.6040483E-03 , 8.9170977E-03 , 8.3219508E-03 , 7.8018527E-03 , 7.3432653E-03 , 6.9368545E-03 , 6.5731801E-03 , 6.2458338E-03 , 5.9448426E-03 , 5.6710651E-03 , 5.4207696E-03 , 5.1909713E-03 , 4.9792007E-03 , 4.7833975E-03 , 4.5856353E-03 , 4.4499375E-03 , 4.2582741E-03 , 4.0985973E-03 , 3.9618350E-03 , 3.8335099E-03 , 3.7178792E-03 , 3.6200976E-03 , 3.5206068E-03 , 3.4227544E-03 , 3.3346645E-03 , 3.2591544E-03 , 3.1825992E-03 , 3.0949255E-03 , 3.0015002E-03 , 2.8992380E-03 , 2.8279340E-03 , 2.7643211E-03 , 2.7202379E-03 , 2.6993248E-03 , 2.6010504E-03 , 2.5332558E-03 , 2.4834365E-03 , 2.4356712E-03 , 2.3899626E-03 
 1.7404460E-11 , 9.1612376E-02 , 4.4967269E-02 , 3.1340105E-02 , 2.5028824E-02 , 2.0819581E-02 , 1.7783643E-02 , 1.5559241E-02 , 1.3844871E-02 , 1.2458586E-02 , 1.1370359E-02 , 1.0426270E-02 , 9.6226488E-03 , 8.9343995E-03 , 8.3380842E-03 , 7.8169849E-03 , 7.3575164E-03 , 6.9503579E-03 , 6.5860064E-03 , 6.2531388E-03 , 5.9517976E-03 , 5.6777000E-03 , 5.4271108E-03 , 5.1970419E-03 , 4.9850213E-03 , 4.7889862E-03 , 4.5960783E-03 , 4.4588366E-03 , 4.2635698E-03 , 4.1036640E-03 , 3.9667447E-03 , 3.8382681E-03 , 3.7225305E-03 , 3.6246881E-03 , 3.5250790E-03 , 3.4271211E-03 , 3.3389202E-03 , 3.2632430E-03 , 3.1887698E-03 , 3.1013995E-03 , 3.0080118E-03 , 2.9055813E-03 , 2.8329700E-03 , 2.7692567E-03 , 2.7261838E-03 , 2.7048058E-03 , 2.6043583E-03 , 2.5363692E-03 , 2.4864841E-03 , 2.4386468E-03 , 2.3928714E-03 
 1.7409173E-11 , 9.1569146E-02 , 4.4998498E-02 , 3.1365384E-02 , 2.5058132E-02 , 2.0849834E-02 , 1.7809378E-02 , 1.5581923E-02 , 1.3865112E-02 , 1.2477115E-02 , 1.1387589E-02 , 1.0442242E-02 , 9.6374172E-03 , 8.9481369E-03 , 8.3508939E-03 , 7.8289996E-03 , 7.3688315E-03 , 6.9610792E-03 , 6.5921123E-03 , 6.2589388E-03 , 5.9573197E-03 , 5.6829680E-03 , 5.4321456E-03 , 5.2018619E-03 , 4.9896427E-03 , 4.7934235E-03 , 4.6043698E-03 , 4.4659022E-03 , 4.2677745E-03 , 4.1076869E-03 , 3.9706430E-03 , 3.8420460E-03 , 3.7262235E-03 , 3.6283329E-03 , 3.5286298E-03 , 3.4305882E-03 , 3.3422992E-03 , 3.2664892E-03 , 3.1936692E-03 , 3.1065397E-03 , 3.0131818E-03 , 2.9106177E-03 , 2.8369685E-03 , 2.7731755E-03 , 2.7309048E-03 , 2.7091575E-03 , 2.6069847E-03 , 2.5388413E-03 , 2.4889039E-03 , 2.4410093E-03 , 2.3951809E-03 
 1.7411102E-11 , 9.1551453E-02 , 4.5011279E-02 , 3.1375730E-02 , 2.5070127E-02 , 2.0862216E-02 , 1.7819911E-02 , 1.5591206E-02 , 1.3873396E-02 , 1.2484698E-02 , 1.1394642E-02 , 1.0448779E-02 , 9.6434616E-03 , 8.9537592E-03 , 8.3561365E-03 , 7.8339169E-03 , 7.3734625E-03 , 6.9654672E-03 , 6.5946113E-03 , 6.2613126E-03 , 5.9595798E-03 , 5.6851240E-03 , 5.4342062E-03 , 5.2038346E-03 , 4.9915341E-03 , 4.7952395E-03 , 4.6077634E-03 , 4.4676552E-03 , 4.2694953E-03 , 4.1093334E-03 , 3.9722385E-03 , 3.8435922E-03 , 3.7277350E-03 , 3.6298246E-03 , 3.5300831E-03 , 3.4320071E-03 , 3.3436821E-03 , 3.2678178E-03 , 3.1956744E-03 , 3.1086435E-03 , 3.0152978E-03 , 2.9126790E-03 , 2.8386050E-03 , 2.7747794E-03 , 2.7328370E-03 , 2.7109386E-03 , 2.6080596E-03 , 2.5398530E-03 , 2.4898943E-03 , 2.4419763E-03 , 2.3961262E-03 
 1.7416299E-11 , 9.1503785E-02 , 4.5045715E-02 , 3.1403604E-02 , 2.5102445E-02 , 2.0895576E-02 , 1.7848289E-02 , 1.5616217E-02 , 1.3895716E-02 , 1.2505130E-02 , 1.1413642E-02 , 1.0466392E-02 , 9.6597465E-03 , 8.9689072E-03 , 8.3702616E-03 , 7.8471653E-03 , 7.3859395E-03 , 6.9725553E-03 , 6.6013442E-03 , 6.2677082E-03 , 5.9656689E-03 , 5.6909329E-03 , 5.4397580E-03 , 5.2091495E-03 , 4.9966300E-03 , 4.8001325E-03 , 4.6169063E-03 , 4.4723782E-03 , 4.2741317E-03 , 4.1137694E-03 , 3.9765370E-03 , 3.8477580E-03 , 3.7318072E-03 , 3.6338437E-03 , 3.5339986E-03 , 3.4358303E-03 , 3.3474081E-03 , 3.2713974E-03 , 3.2010768E-03 , 3.1143116E-03 , 3.0209987E-03 , 2.9182326E-03 , 2.8430141E-03 , 2.7791006E-03 , 2.7380427E-03 , 2.7157372E-03 , 2.6109556E-03 , 2.5425789E-03 , 2.4925625E-03 , 2.4445815E-03 , 2.3986729E-03 
 1.7418393E-11 , 9.1484580E-02 , 4.5059588E-02 , 3.1414834E-02 , 2.5115465E-02 , 2.0909016E-02 , 1.7859721E-02 , 1.5626293E-02 , 1.3904708E-02 , 1.2513361E-02 , 1.1421296E-02 , 1.0473488E-02 , 9.6663072E-03 , 8.9750099E-03 , 8.3759521E-03 , 7.8525028E-03 , 7.3909662E-03 , 6.9754109E-03 , 6.6040567E-03 , 6.2702848E-03 , 5.9681221E-03 , 5.6932732E-03 , 5.4419946E-03 , 5.2112907E-03 , 4.9986831E-03 , 4.8021037E-03 , 4.6205898E-03 , 4.4742810E-03 , 4.2759996E-03 , 4.1155566E-03 , 3.9782688E-03 , 3.8494363E-03 , 3.7334478E-03 , 3.6354628E-03 , 3.5355760E-03 , 3.4373705E-03 , 3.3489092E-03 , 3.2728395E-03 , 3.2032533E-03 , 3.1165951E-03 , 3.0232955E-03 , 2.9204700E-03 , 2.8447904E-03 , 2.7811774E-03 , 2.7401399E-03 , 2.7176704E-03 , 2.6121224E-03 , 2.5436771E-03 , 2.4936375E-03 , 2.4456310E-03 , 2.3996989E-03 
 1.7420192E-11 , 9.1468081E-02 , 4.5071507E-02 , 3.1424482E-02 , 2.5126651E-02 , 2.0920563E-02 , 1.7869544E-02 , 1.5634950E-02 , 1.3912433E-02 , 1.2520433E-02 , 1.1427873E-02 , 1.0479584E-02 , 9.6719439E-03 , 8.9802530E-03 , 8.3808412E-03 , 7.8570884E-03 , 7.3935635E-03 , 6.9778643E-03 , 6.6063872E-03 , 6.2724985E-03 , 5.9702297E-03 , 5.6952838E-03 , 5.4439163E-03 , 5.2131303E-03 , 5.0004469E-03 , 4.8037973E-03 , 4.6237544E-03 , 4.4759158E-03 , 4.2776044E-03 , 4.1170920E-03 , 3.9797566E-03 , 3.8508783E-03 , 3.7348573E-03 , 3.6368539E-03 , 3.5369312E-03 , 3.4386938E-03 , 3.3501988E-03 , 3.2740785E-03 , 3.2051232E-03 , 3.1185570E-03 , 3.0252687E-03 , 2.9223922E-03 , 2.8463165E-03 , 2.7829618E-03 , 2.7419418E-03 , 2.7193313E-03 , 2.6131248E-03 , 2.5446206E-03 , 2.4945610E-03 , 2.4465327E-03 , 2.4005804E-03 
 1.7423328E-11 , 9.1458301E-02 , 4.5092288E-02 , 3.1441304E-02 , 2.5146154E-02 , 2.0940694E-02 , 1.7886669E-02 , 1.5650043E-02 , 1.3925902E-02 , 1.2532763E-02 , 1.1439339E-02 , 1.0490213E-02 , 9.6817714E-03 , 8.9893944E-03 , 8.3893653E-03 , 7.8650835E-03 , 7.3980919E-03 , 6.9821418E-03 , 6.6104503E-03 , 6.2763580E-03 , 5.9739043E-03 , 5.6987893E-03 , 5.4472666E-03 , 5.2163377E-03 , 5.0035222E-03 , 4.8067500E-03 , 4.6292719E-03 , 4.4787660E-03 , 4.2804024E-03 , 4.1197690E-03 , 3.9823507E-03 , 3.8533922E-03 , 3.7373148E-03 , 3.6392793E-03 , 3.5392941E-03 , 3.4410009E-03 , 3.3524473E-03 , 3.2762387E-03 , 3.2083835E-03 , 3.1219775E-03 , 3.0287091E-03 , 2.9257437E-03 , 2.8489772E-03 , 2.7860727E-03 , 2.7450833E-03 , 2.7222272E-03 , 2.6148725E-03 , 2.5462656E-03 , 2.4961713E-03 , 2.4481049E-03 , 2.4021172E-03 
