#format table ## [WaveView Analyzer] saved 00:06:11 Sat Jan  3 2015
TIME ,v(fgnd):pwidth=4.3e-08 ,v(fgnd):pwidth=8.6e-08 ,v(fgnd):pwidth=1.29e-07 ,v(fgnd):pwidth=1.72e-07 ,v(fgnd):pwidth=2.15e-07 ,v(fgnd):pwidth=2.58e-07 ,v(fgnd):pwidth=3.01e-07 ,v(fgnd):pwidth=3.44e-07 ,v(fgnd):pwidth=3.87e-07 ,v(fgnd):pwidth=4.3e-07 ,v(fgnd):pwidth=4.73e-07 ,v(fgnd):pwidth=5.16e-07 ,v(fgnd):pwidth=5.59e-07 ,v(fgnd):pwidth=6.02e-07 ,v(fgnd):pwidth=6.45e-07 ,v(fgnd):pwidth=6.88e-07 ,v(fgnd):pwidth=7.31e-07 ,v(fgnd):pwidth=7.74e-07 ,v(fgnd):pwidth=8.17e-07 ,v(fgnd):pwidth=8.6e-07 ,v(fgnd):pwidth=9.03e-07 ,v(fgnd):pwidth=9.46e-07 ,v(fgnd):pwidth=9.89e-07 ,v(fgnd):pwidth=1.032e-06 ,v(fgnd):pwidth=1.075e-06 ,v(fgnd):pwidth=1.118e-06 ,v(fgnd):pwidth=1.161e-06 ,v(fgnd):pwidth=1.204e-06 ,v(fgnd):pwidth=1.247e-06 ,v(fgnd):pwidth=1.29e-06 ,v(fgnd):pwidth=1.333e-06 ,v(fgnd):pwidth=1.376e-06 ,v(fgnd):pwidth=1.419e-06 ,v(fgnd):pwidth=1.462e-06 ,v(fgnd):pwidth=1.505e-06 ,v(fgnd):pwidth=1.548e-06 ,v(fgnd):pwidth=1.591e-06 ,v(fgnd):pwidth=1.634e-06 ,v(fgnd):pwidth=1.677e-06 ,v(fgnd):pwidth=1.72e-06 ,v(fgnd):pwidth=1.763e-06 ,v(fgnd):pwidth=1.806e-06 ,v(fgnd):pwidth=1.849e-06 ,v(fgnd):pwidth=1.892e-06 ,v(fgnd):pwidth=1.935e-06 ,v(fgnd):pwidth=1.978e-06 ,v(fgnd):pwidth=2.021e-06 ,v(fgnd):pwidth=2.064e-06 ,v(fgnd):pwidth=2.107e-06 ,v(fgnd):pwidth=2.15e-06 
 7.5554675E-12 , 1.0499794E-01 , 4.6932222E-02 , 3.0155064E-02 , 2.2554021E-02 , 1.7899732E-02 , 1.4806876E-02 , 1.2518897E-02 , 1.0817369E-02 , 9.5276686E-03 , 8.4311401E-03 , 7.6441012E-03 , 6.9853292E-03 , 6.4405463E-03 , 5.9737439E-03 , 5.5699259E-03 , 5.2184148E-03 , 4.9034315E-03 , 4.6247078E-03 , 4.3770344E-03 , 4.1551547E-03 , 3.9561227E-03 , 3.7763181E-03 , 3.6131625E-03 , 3.4645238E-03 , 3.3286280E-03 , 3.3845552E-03 , 3.2627658E-03 , 3.1435670E-03 , 3.0281010E-03 , 2.9217774E-03 , 2.8220879E-03 , 2.7288245E-03 , 2.6423529E-03 , 2.5598512E-03 , 2.4828542E-03 , 2.4106284E-03 , 2.3430489E-03 , 2.2795866E-03 , 2.2248636E-03 , 2.1657758E-03 , 2.1105436E-03 , 2.0573166E-03 , 2.0102992E-03 , 1.9670570E-03 , 1.9294188E-03 , 1.8875429E-03 , 1.8480668E-03 , 1.8097969E-03 , 1.7731026E-03 , 1.7380585E-03 
 7.5569464E-12 , 1.0496859E-01 , 4.6925823E-02 , 3.0157197E-02 , 2.2554686E-02 , 1.7899737E-02 , 1.4806833E-02 , 1.2519639E-02 , 1.0817780E-02 , 9.5279140E-03 , 8.4309193E-03 , 7.6439208E-03 , 6.9851572E-03 , 6.4403883E-03 , 5.9736091E-03 , 5.5698073E-03 , 5.2183111E-03 , 4.9033211E-03 , 4.6245927E-03 , 4.3769188E-03 , 4.1550418E-03 , 3.9560160E-03 , 3.7762205E-03 , 3.6130767E-03 , 3.4644522E-03 , 3.3285732E-03 , 3.3856315E-03 , 3.2636998E-03 , 3.1441512E-03 , 3.0286553E-03 , 2.9223246E-03 , 2.8226276E-03 , 2.7293658E-03 , 2.6429056E-03 , 2.5604071E-03 , 2.4834017E-03 , 2.4110589E-03 , 2.3434654E-03 , 2.2800018E-03 , 2.2253029E-03 , 2.1662283E-03 , 2.1110222E-03 , 2.0578030E-03 , 2.0107709E-03 , 1.9674803E-03 , 1.9297661E-03 , 1.8879460E-03 , 1.8484290E-03 , 1.8101300E-03 , 1.7734146E-03 , 1.7383548E-03 
 7.5631801E-12 , 1.0484485E-01 , 4.6898849E-02 , 3.0166187E-02 , 2.2557487E-02 , 1.7899760E-02 , 1.4806651E-02 , 1.2522763E-02 , 1.0819512E-02 , 9.5289481E-03 , 8.4299884E-03 , 7.6431605E-03 , 6.9844320E-03 , 6.4397220E-03 , 5.9730411E-03 , 5.5693075E-03 , 5.2178739E-03 , 4.9028555E-03 , 4.6241075E-03 , 4.3764312E-03 , 4.1545662E-03 , 3.9555663E-03 , 3.7758090E-03 , 3.6127147E-03 , 3.4641506E-03 , 3.3283423E-03 , 3.3901684E-03 , 3.2676365E-03 , 3.1466136E-03 , 3.0309919E-03 , 2.9246316E-03 , 2.8249030E-03 , 2.7316476E-03 , 2.6452355E-03 , 2.5627505E-03 , 2.4857094E-03 , 2.4133555E-03 , 2.3452209E-03 , 2.2817517E-03 , 2.2271546E-03 , 2.1681358E-03 , 2.1130399E-03 , 2.0598534E-03 , 2.0127591E-03 , 1.9692645E-03 , 1.9312303E-03 , 1.8896449E-03 , 1.8499557E-03 , 1.8115341E-03 , 1.7747297E-03 , 1.7396042E-03 
 7.5696498E-12 , 1.0471643E-01 , 4.6870855E-02 , 3.0175517E-02 , 2.2560395E-02 , 1.7899784E-02 , 1.4806462E-02 , 1.2526006E-02 , 1.0821310E-02 , 9.5300214E-03 , 8.4290223E-03 , 7.6423713E-03 , 6.9836795E-03 , 6.4390305E-03 , 5.9724516E-03 , 5.5687888E-03 , 5.2174202E-03 , 4.9023723E-03 , 4.6236040E-03 , 4.3759253E-03 , 4.1540725E-03 , 3.9550996E-03 , 3.7753819E-03 , 3.6123389E-03 , 3.4638375E-03 , 3.3281028E-03 , 3.3948771E-03 , 3.2717222E-03 , 3.1491692E-03 , 3.0334170E-03 , 2.9270259E-03 , 2.8272644E-03 , 2.7340158E-03 , 2.6476535E-03 , 2.5651827E-03 , 2.4881045E-03 , 2.4157391E-03 , 2.3476177E-03 , 2.2835679E-03 , 2.2290764E-03 , 2.1701155E-03 , 2.1151339E-03 , 2.0619814E-03 , 2.0148226E-03 , 1.9711163E-03 , 1.9327499E-03 , 1.8914081E-03 , 1.8515402E-03 , 1.8129913E-03 , 1.7760946E-03 , 1.7409008E-03 
 7.5736578E-12 , 1.0463687E-01 , 4.6853511E-02 , 3.0181297E-02 , 2.2562196E-02 , 1.7899798E-02 , 1.4806345E-02 , 1.2528016E-02 , 1.0822424E-02 , 9.5306863E-03 , 8.4284238E-03 , 7.6418825E-03 , 6.9832132E-03 , 6.4386020E-03 , 5.9720864E-03 , 5.5684675E-03 , 5.2171391E-03 , 4.9020729E-03 , 4.6232921E-03 , 4.3756118E-03 , 4.1537667E-03 , 3.9548104E-03 , 3.7751173E-03 , 3.6121062E-03 , 3.4636436E-03 , 3.3279543E-03 , 3.3977942E-03 , 3.2734281E-03 , 3.1507524E-03 , 3.0349194E-03 , 2.9285092E-03 , 2.8287274E-03 , 2.7354829E-03 , 2.6491516E-03 , 2.5666894E-03 , 2.4895882E-03 , 2.4172158E-03 , 2.3491026E-03 , 2.2846931E-03 , 2.2302670E-03 , 2.1713419E-03 , 2.1164311E-03 , 2.0632997E-03 , 2.0161009E-03 , 1.9722635E-03 , 1.9336914E-03 , 1.8925004E-03 , 1.8525218E-03 , 1.8138941E-03 , 1.7769402E-03 , 1.7417041E-03 
 7.5765418E-12 , 1.0457962E-01 , 4.6841032E-02 , 3.0185456E-02 , 2.2563492E-02 , 1.7899809E-02 , 1.4806261E-02 , 1.2529461E-02 , 1.0823225E-02 , 9.5311647E-03 , 8.4279932E-03 , 7.6415307E-03 , 6.9828778E-03 , 6.4382938E-03 , 5.9718236E-03 , 5.5682362E-03 , 5.2169369E-03 , 4.9018575E-03 , 4.6230676E-03 , 4.3753862E-03 , 4.1535466E-03 , 3.9546024E-03 , 3.7749269E-03 , 3.6119387E-03 , 3.4635040E-03 , 3.3278475E-03 , 3.3998932E-03 , 3.2746555E-03 , 3.1518916E-03 , 3.0360004E-03 , 2.9295765E-03 , 2.8297800E-03 , 2.7365386E-03 , 2.6502295E-03 , 2.5677736E-03 , 2.4906559E-03 , 2.4182783E-03 , 2.3501711E-03 , 2.2857790E-03 , 2.2311237E-03 , 2.1722244E-03 , 2.1173646E-03 , 2.0642483E-03 , 2.0170208E-03 , 1.9730890E-03 , 1.9343687E-03 , 1.8932864E-03 , 1.8532281E-03 , 1.8145437E-03 , 1.7775487E-03 , 1.7422821E-03 
 7.5892096E-12 , 1.0432817E-01 , 4.6786217E-02 , 3.0203725E-02 , 2.2569185E-02 , 1.7899855E-02 , 1.4805892E-02 , 1.2535811E-02 , 1.0826746E-02 , 9.5332662E-03 , 8.4261015E-03 , 7.6399856E-03 , 6.9814042E-03 , 6.4369398E-03 , 5.9706694E-03 , 5.5672206E-03 , 5.2160485E-03 , 4.9009114E-03 , 4.6220817E-03 , 4.3743955E-03 , 4.1525800E-03 , 3.9536886E-03 , 3.7740905E-03 , 3.6112031E-03 , 3.4628910E-03 , 3.3273784E-03 , 3.4091129E-03 , 3.2800470E-03 , 3.1568956E-03 , 3.0407487E-03 , 2.9342645E-03 , 2.8344038E-03 , 2.7411755E-03 , 2.6549641E-03 , 2.5725358E-03 , 2.4953455E-03 , 2.4229455E-03 , 2.3548642E-03 , 2.2905488E-03 , 2.2348866E-03 , 2.1761006E-03 , 2.1214647E-03 , 2.0684150E-03 , 2.0210611E-03 , 1.9767149E-03 , 1.9384031E-03 , 1.8967388E-03 , 1.8563306E-03 , 1.8173970E-03 , 1.7802212E-03 , 1.7448210E-03 
 7.5943479E-12 , 1.0422618E-01 , 4.6763984E-02 , 3.0211135E-02 , 2.2571494E-02 , 1.7899873E-02 , 1.4805742E-02 , 1.2538387E-02 , 1.0828174E-02 , 9.5341186E-03 , 8.4253343E-03 , 7.6393589E-03 , 6.9808065E-03 , 6.4363906E-03 , 5.9702012E-03 , 5.5668086E-03 , 5.2156881E-03 , 4.9005276E-03 , 4.6216818E-03 , 4.3739937E-03 , 4.1521879E-03 , 3.9533179E-03 , 3.7737513E-03 , 3.6109047E-03 , 3.4626424E-03 , 3.3271881E-03 , 3.4128525E-03 , 3.2822339E-03 , 3.1589252E-03 , 3.0426747E-03 , 2.9361661E-03 , 2.8362793E-03 , 2.7430564E-03 , 2.6568846E-03 , 2.5744674E-03 , 2.4972477E-03 , 2.4248385E-03 , 2.3567677E-03 , 2.2924835E-03 , 2.2368054E-03 , 2.1776729E-03 , 2.1231277E-03 , 2.0701051E-03 , 2.0227000E-03 , 1.9781856E-03 , 1.9400395E-03 , 1.8981392E-03 , 1.8575890E-03 , 1.8185544E-03 , 1.7813053E-03 , 1.7458508E-03 
 7.6058153E-12 , 1.0399856E-01 , 4.6714363E-02 , 3.0227672E-02 , 2.2576648E-02 , 1.7899915E-02 , 1.4805408E-02 , 1.2544135E-02 , 1.0831361E-02 , 9.5360209E-03 , 8.4236219E-03 , 7.6379602E-03 , 6.9794726E-03 , 6.4351649E-03 , 5.9691563E-03 , 5.5658892E-03 , 5.2148839E-03 , 4.8996711E-03 , 4.6207893E-03 , 4.3730968E-03 , 4.1513129E-03 , 3.9524907E-03 , 3.7729943E-03 , 3.6102387E-03 , 3.4620875E-03 , 3.3267635E-03 , 3.4182662E-03 , 3.2871145E-03 , 3.1634550E-03 , 3.0469730E-03 , 2.9404099E-03 , 2.8404649E-03 , 2.7472539E-03 , 2.6611706E-03 , 2.5787783E-03 , 2.5014929E-03 , 2.4290634E-03 , 2.3610161E-03 , 2.2968014E-03 , 2.2410878E-03 , 2.1811818E-03 , 2.1268393E-03 , 2.0738769E-03 , 2.0263575E-03 , 1.9814679E-03 , 1.9436915E-03 , 1.9012644E-03 , 1.8603974E-03 , 1.8211373E-03 , 1.7837246E-03 , 1.7481491E-03 
 7.6064502E-12 , 1.0398596E-01 , 4.6711616E-02 , 3.0228588E-02 , 2.2576933E-02 , 1.7899918E-02 , 1.4805390E-02 , 1.2544453E-02 , 1.0831537E-02 , 9.5361262E-03 , 8.4235271E-03 , 7.6378827E-03 , 6.9793987E-03 , 6.4350970E-03 , 5.9690985E-03 , 5.5658383E-03 , 5.2148394E-03 , 4.8996237E-03 , 4.6207399E-03 , 4.3730472E-03 , 4.1512645E-03 , 3.9524449E-03 , 3.7736034E-03 , 3.6102019E-03 , 3.4620568E-03 , 3.3267400E-03 , 3.4185659E-03 , 3.2873847E-03 , 3.1637058E-03 , 3.0472110E-03 , 2.9406448E-03 , 2.8406967E-03 , 2.7474863E-03 , 2.6614079E-03 , 2.5790170E-03 , 2.5017279E-03 , 2.4292973E-03 , 2.3612513E-03 , 2.2970404E-03 , 2.2413249E-03 , 2.1813761E-03 , 2.1270448E-03 , 2.0740858E-03 , 2.0265600E-03 , 1.9816496E-03 , 1.9438937E-03 , 1.9014375E-03 , 1.8605529E-03 , 1.8212803E-03 , 1.7838585E-03 , 1.7482763E-03 
 7.6067711E-12 , 1.0397959E-01 , 4.6710227E-02 , 3.0229051E-02 , 2.2577077E-02 , 1.7899919E-02 , 1.4805380E-02 , 1.2544614E-02 , 1.0831626E-02 , 9.5361795E-03 , 8.4234792E-03 , 7.6378436E-03 , 6.9793614E-03 , 6.4350627E-03 , 5.9690692E-03 , 5.5658126E-03 , 5.2148169E-03 , 4.8995997E-03 , 4.6207149E-03 , 4.3730221E-03 , 4.1512400E-03 , 3.9524217E-03 , 3.7739113E-03 , 3.6104972E-03 , 3.4620412E-03 , 3.3267281E-03 , 3.4187174E-03 , 3.2875213E-03 , 3.1638326E-03 , 3.0473313E-03 , 2.9407636E-03 , 2.8408138E-03 , 2.7476038E-03 , 2.6615278E-03 , 2.5791376E-03 , 2.5018468E-03 , 2.4294156E-03 , 2.3613702E-03 , 2.2971613E-03 , 2.2414447E-03 , 2.1814743E-03 , 2.1271487E-03 , 2.0741913E-03 , 2.0266623E-03 , 1.9817415E-03 , 1.9439959E-03 , 1.9015249E-03 , 1.8606315E-03 , 1.8213526E-03 , 1.7839262E-03 , 1.7483406E-03 
 7.6087192E-12 , 1.0394092E-01 , 4.6701798E-02 , 3.0231860E-02 , 2.2577953E-02 , 1.7899926E-02 , 1.4805324E-02 , 1.2545591E-02 , 1.0832168E-02 , 9.5365026E-03 , 8.4231883E-03 , 7.6376060E-03 , 6.9791348E-03 , 6.4348545E-03 , 5.9688917E-03 , 5.5656564E-03 , 5.2146803E-03 , 4.8994542E-03 , 4.6205633E-03 , 4.3728697E-03 , 4.1510913E-03 , 3.9543763E-03 , 3.7757803E-03 , 3.6122896E-03 , 3.4619470E-03 , 3.3266559E-03 , 3.4196371E-03 , 3.2883504E-03 , 3.1646021E-03 , 3.0480615E-03 , 2.9414845E-03 , 2.8415249E-03 , 2.7483169E-03 , 2.6622559E-03 , 2.5798700E-03 , 2.5025679E-03 , 2.4301333E-03 , 2.3620919E-03 , 2.2978948E-03 , 2.2421722E-03 , 2.1820704E-03 , 2.1277792E-03 , 2.0748321E-03 , 2.0272837E-03 , 1.9822991E-03 , 1.9446164E-03 , 1.9020559E-03 , 1.8611086E-03 , 1.8217914E-03 , 1.7843372E-03 , 1.7487310E-03 
 7.6093220E-12 , 1.0392895E-01 , 4.6699189E-02 , 3.0232729E-02 , 2.2578224E-02 , 1.7899928E-02 , 1.4805306E-02 , 1.2545893E-02 , 1.0832335E-02 , 9.5366026E-03 , 8.4230983E-03 , 7.6375324E-03 , 6.9790647E-03 , 6.4347901E-03 , 5.9688368E-03 , 5.5656080E-03 , 5.2146380E-03 , 4.8994092E-03 , 4.6205164E-03 , 4.3728226E-03 , 4.1510453E-03 , 3.9549811E-03 , 3.7763587E-03 , 3.6128442E-03 , 3.4624805E-03 , 3.3266336E-03 , 3.4199217E-03 , 3.2886070E-03 , 3.1648402E-03 , 3.0482875E-03 , 2.9417076E-03 , 2.8417449E-03 , 2.7485375E-03 , 2.6624812E-03 , 2.5800966E-03 , 2.5027911E-03 , 2.4303554E-03 , 2.3623153E-03 , 2.2981218E-03 , 2.2423973E-03 , 2.1822548E-03 , 2.1279743E-03 , 2.0750304E-03 , 2.0274759E-03 , 1.9824716E-03 , 1.9448083E-03 , 1.9022201E-03 , 1.8612562E-03 , 1.8219272E-03 , 1.7844644E-03 , 1.7488519E-03 
 7.6110082E-12 , 1.0389548E-01 , 4.6691893E-02 , 3.0235161E-02 , 2.2578982E-02 , 1.7899934E-02 , 1.4805257E-02 , 1.2546738E-02 , 1.0832804E-02 , 9.5368824E-03 , 8.4228465E-03 , 7.6373268E-03 , 6.9788685E-03 , 6.4346099E-03 , 5.9686832E-03 , 5.5654728E-03 , 5.2145197E-03 , 4.8992833E-03 , 4.6203852E-03 , 4.3726907E-03 , 4.1528193E-03 , 3.9566729E-03 , 3.7779764E-03 , 3.6143956E-03 , 3.4639729E-03 , 3.3265712E-03 , 3.4207177E-03 , 3.2893246E-03 , 3.1655063E-03 , 3.0489195E-03 , 2.9423316E-03 , 2.8423604E-03 , 2.7491548E-03 , 2.6631114E-03 , 2.5807305E-03 , 2.5034153E-03 , 2.4309766E-03 , 2.3629399E-03 , 2.2987567E-03 , 2.2430270E-03 , 2.1827708E-03 , 2.1285200E-03 , 2.0755850E-03 , 2.0280137E-03 , 1.9829542E-03 , 1.9453453E-03 , 1.9026797E-03 , 1.8616692E-03 , 1.8223070E-03 , 1.7848202E-03 , 1.7491898E-03 
